"Nome_UC","Localidade","Municipio","Estado","Freq"
NA,"Perus","São Paulo","São Paulo",18
NA,"Parque Anhanguera","São Paulo","São Paulo",10
NA,"Zona Norte de São Paulo","São Paulo","São Paulo",3
NA,"Parque Anhanguera, Zona Norte de São Paulo","São Paulo","São Paulo",3
NA,"Distrito Anhanguera, Parque Anhanguera","São Paulo","São Paulo",3
NA,"Distrito Anhanguera","São Paulo","São Paulo",3
NA,"São Paulo, BR","São Paulo","São Paulo",2
NA,"Parque Municipal Anhanguera, caminho para o centro de Manejo e Conservação de Animais Silvestre (CEMACAS)","São Paulo","São Paulo",2
NA,"Parque Municipal Anhanguera","São Paulo","São Paulo",2
NA,"caminho para o centro de Manejo e Conservação de Animais Silvestre (CEMACAS)","São Paulo","São Paulo",2
NA,"Refúgio da Vida Silvestr Anhanguera","São Paulo","São Paulo",1
NA,"Parque Anhanguera, Caminho para o Centro de Manejo e Conservação de Animais Silvestres (CEMACAS)","","São Paulo",1
NA,"Parque Anhanguera, Caminho para o Centro de Manejo e Conservação de Animais Silvestres (CEMACAS)","São Paulo","São Paulo",1
NA,"Parque Anhanguera","","São Paulo",1
NA,"Grajaú","São Paulo","São Paulo",1
NA,"Caminho para o Centro de Manejo e Conservação de Animais Silvestres (CEMACAS)","","São Paulo",1
NA,"Caminho para o Centro de Manejo e Conservação de Animais Silvestres (CEMACAS)","São Paulo","São Paulo",1
NA,"Ilha de Alcatrazes","São Sebastião","São Paulo",101
NA,"Arquipélago de Alcatrazes","São Sebastião","São Paulo",14
NA,"Refugio de Vida Silvestre Alcatrazes","São Sebastião","São Paulo",6
NA,"Estação Ecológica Tupinambás, Arquipélago de Alcatrazes","São Sebastião","São Paulo",5
NA,"trilha entre o ponto desembarque e a base da marinha. Refugio de Vida Silvestre Alcatrazes","São Sebastião","São Paulo",4
NA,"trilha entre o ponto desembarque e a base da marinha","São Sebastião","São Paulo",4
NA,"Ilha de Alcatrazes","","São Paulo",3
NA,"Ilha de Alcatrazes","Bertioga","São Paulo",3
NA,"Estrada entre a casa principal e a cancela da Sabesp","Salesópolis","São Paulo",1
NA,"Estacáo Ecológica da Boracéia. Estrada entre a casa principal e a cancela da Sabesp","Salesópolis","São Paulo",1
NA,"estacao ecologica da boraceia, estrada entre a casa principal e a cancela da sabesp","Salesópolis","São Paulo",1
NA,"Estacáo Ecológica da Boracéia","Salesópolis","São Paulo",1
NA,"Refugio de Vida Silvestre Ilha do Abrigo,","Itanhaém","São Paulo",2
NA,"Refugio de Vida Silvestre Ilha do Abrigo","Itanhaém","São Paulo",2
NA,"Propriedade de João","São Luís do Paraitinga","São Paulo",254
NA,"Serra do Itapeti","Mogi das Cruzes","São Paulo",6
NA,"Serra do Itapeti, Parque Natural Municipal Afonso de Mello-Chiquinho Veríssimo","Mogi das Cruzes","São Paulo",5
NA,"Parque Natural Municipal Afonso de Mello-Chiquinho Veríssimo","Mogi das Cruzes","São Paulo",5
NA,"Serra do Itapeti, Parque Natural Municipal Francisco Afonso de Mello - Chiquinho Veríssimo","Mogi das Cruzes","São Paulo",1
NA,"Parque Natural Municipal Francisco Afonso de Mello","Mogi das Cruzes","São Paulo",1
NA,"Chiquinho Veríssimo","Mogi das Cruzes","São Paulo",1
NA,"Sítio Duas Cachoeiras","Amparo","São Paulo",105
NA,"Jardim Botânico Araribá RPPN","Amparo","São Paulo",105
NA,"Jardim Botânico Araribá","Amparo","São Paulo",105
NA,"RPPN","Amparo","São Paulo",104
NA,"Caminho das moradas","Amparo","São Paulo",15
NA,"Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN. Caminho das moradas","Amparo","São Paulo",14
NA,"Alameda Central","Amparo","São Paulo",9
NA,"Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN. Alameda Central","Amparo","São Paulo",8
NA,"Caminho das Colinas","Amparo","São Paulo",4
NA,"Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN. Casa das Ovelhas","Amparo","São Paulo",3
NA,"Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN. Caminho das Colinas","Amparo","São Paulo",3
NA,"Casa das Ovelhas","Amparo","São Paulo",3
NA,"Casa Amarela","Amparo","São Paulo",2
NA,"Arcadas","Amparo","São Paulo",2
NA,"Atibaia - SP, Brasil","Atibaia","São Paulo",1
NA,"Atibaia","Atibaia","São Paulo",1
NA,"RPPN Águas Perenes, Horto Santa Fé B, International Paper","Brotas","São Paulo",2
NA,"RPPN Águas Perenes","Brotas","São Paulo",2
NA,"International Paper","Brotas","São Paulo",2
NA,"Horto Santa Fé B","Brotas","São Paulo",2
NA,"Bairro Marins","Piquete","São Paulo",2
NA,"State of São Paulo","São Luís do Paraitinga","São Paulo",1
NA,"São Luiz do Paraitinga - State of São Paulo, 12140-000, Brazil","São Luís do Paraitinga","São Paulo",1
NA,"São Luiz do Paraitinga","São Luís do Paraitinga","São Paulo",1
NA,"Serra do Mar bei Ubatuba","","São Paulo",10
NA,"Serra do Mar bei Ubatuba, Regenwald an der StraBe nach Taubate, auf morschem Holz an kleinem Wasserfall","","São Paulo",8
NA,"Regenwald an der StraBe nach Taubate","","São Paulo",8
NA,"auf morschem Holz an kleinem Wasserfall","","São Paulo",8
NA,"Ubatuba","Ubatuba","São Paulo",5
NA,"Ubatuba-SP. Nucleo Picinguaba do Parque Estadual da Serra do Mar","","São Paulo",3
NA,"Ubatuba-SP","","São Paulo",3
NA,"nucleo picinguaba do parque estadual serra mar","","São Paulo",3
NA,"Nucleo Picinguaba do Parque Estadual da Serra do Mar","","São Paulo",3
NA,"região central da cidade","Ubatuba","São Paulo",2
NA,"Praia do Pereque-Açu, região central da cidade. Morro que separa esta praia da praia do Tenório","Ubatuba","São Paulo",2
NA,"Praia do Pereque-Açu","Ubatuba","São Paulo",2
NA,"Morro que separa esta praia da praia do Tenório","Ubatuba","São Paulo",2
NA,"Horto Florestal","","São Paulo",2
NA,"Estrada do Farol","Ubatuba","São Paulo",2
NA,"Estrada de acesso à praia do Cedro","Ubatuba","São Paulo",2
NA,"estrada do farol, a estrada se inicia cerca de 15 km do centro da cidade e atravessa tres morros baixos","Ubatuba","São Paulo",1
NA,"Estrada de acesso à praia do Cedro, ca. De 12 Km do centro de Ubatuba","Ubatuba","São Paulo",1
NA,"De 12 Km do centro de Ubatuba","Ubatuba","São Paulo",1
NA,"entre 22°24´30' e 22°25´53'S e entre 44°50´47' e 44°50´03'W","Queluz","São Paulo",7
NA,"Encosta próx. à Pedra da Mina, entre 22°24´30' e 22°25´53'S e entre 44°50´47' e 44°50´03'W","Queluz","São Paulo",7
NA,"Encosta próx","Queluz","São Paulo",7
NA,"à Pedra da Mina","Queluz","São Paulo",7
NA,"Encosta próxima à Pedra da Mina","Queluz","São Paulo",3
NA,"Crista da montanha vizinha à Pedra da Mina","Queluz","São Paulo",3
NA,"Serra Fina, Encosta próxima a Pedra da Mina","Queluz","São Paulo",2
NA,"Serra Fina","Queluz","São Paulo",2
NA,"Entre 22º25'53'' e 22º26'08''S e 44º50'03'' e 44º50'05''W","Queluz","São Paulo",2
NA,"Crista da montanha vizinha à Pedra da Mina. Entre 22º25'53'' e 22º26'08''S e 44º50'03'' e 44º50'05''W","Queluz","São Paulo",2
NA,"Crista da montanha vizinha à Pedra da Mi","Queluz","São Paulo",2
NA,"Encosta próxima à Pedra da Mina. Campo de altitude, dominado por Chusquea sp, em terreno pedregoso","Queluz","São Paulo",1
NA,"em terreno pedregoso","Queluz","São Paulo",1
NA,"dominado por Chusquea sp","Queluz","São Paulo",1
NA,"Campo de altitude","Queluz","São Paulo",1
NA,"Trilha atrás da Pousada Campos da Bocaina","São José do Barreiro","São Paulo",2
NA,"Serra da Bocaina, Fazenda Floresta. Estrada para Pousada Recanto da Bocaina","São José do Barreiro","São Paulo",1
NA,"serra da bocaina, fazenda floresta, estrada para pousada recanto da bocaina","São José do Barreiro","São Paulo",1
NA,"Serra da Bocaina","São José do Barreiro","São Paulo",1
NA,"Fazenda Floresta","São José do Barreiro","São Paulo",1
NA,"Estrada para Pousada Recanto da Bocaina","São José do Barreiro","São Paulo",1
NA,"State of São Paulo","São José dos Campos","São Paulo",1
NA,"Sao Jose dos Campos - State of São Paulo, Brazil","São José dos Campos","São Paulo",1
NA,"Sao Jose dos Campos","São José dos Campos","São Paulo",1
NA,"Sertão da Barra do Una, dentro do condomínio Sasu","São Sebastião","São Paulo",3
NA,"Sertão da Barra do Una","São Sebastião","São Paulo",3
NA,"dentro do condomínio Sasu","São Sebastião","São Paulo",3
NA,"Sertão da Barra do Uma. Próxima à beria de rio","São Sebastião","São Paulo",1
NA,"Sertão da Barra do Uma","São Sebastião","São Paulo",1
NA,"Próxima à beria de rio","São Sebastião","São Paulo",1
NA,"Propriedade particular","Santa Isabel","São Paulo",3
NA,"Em propriedade particular","Santa Isabel","São Paulo",2
NA,"casa da Bocaina","Bananal","São Paulo",5
NA,"Trilha da onça","Bananal","São Paulo",3
NA,"Serra da Bocaina, trilha da onça, casa da Bocaina","Bananal","São Paulo",3
NA,"Serra da Bocaina","Bananal","São Paulo",3
NA,"Trilha da onça, casa da Bocaina","Bananal","São Paulo",2
NA,"Trilha da onça, csa da Bocaina","Bananal","São Paulo",1
NA,"csa da Bocaina","Bananal","São Paulo",1
NA,"São Luiz Do Paraitinga","","São Paulo",1
NA,"Estrada Serra do Mar, São Luiz Do Paraitinga, SP, BR","","São Paulo",1
NA,"Estrada Serra do Mar","","São Paulo",1
NA,"São José dos Alpes","São Bento do Sapucaí","São Paulo",9
NA,"vale do ribeirão do Braço","Lavrinhas","São Paulo",1
NA,"Serra Fina","Lavrinhas","São Paulo",1
NA,"Passa Quatro. APA da Mantiqueira. Serra Fina, caminho para a Toca do Lobo","Lavrinhas","São Paulo",1
NA,"Passa Quatro","Lavrinhas","São Paulo",1
NA,"Lavrinhas - SP, 12760-000, Brasil","Lavrinhas","São Paulo",1
NA,"Lavrinhas","Lavrinhas","São Paulo",1
NA,"caminho para a Toca do Lobo","Lavrinhas","São Paulo",1
NA,"APA da Mantiqueira","Lavrinhas","São Paulo",1
NA,"12 km N da cidade, vale do ribeirão do Braço","Lavrinhas","São Paulo",1
NA,"12 km N da cidade","Lavrinhas","São Paulo",1
