"Nome_UC","Localidade","Municipio","Estado","Freq"
NA,"Ilha do Cardoso, Praia de Cambriú","Cananéia","São Paulo",1
NA,"along east shore of Cananeia Island","","São Paulo",1
NA,"along east shore of Cananeia Island","Cananéia","São Paulo",1
NA,"1 km NE of center of city of CANANEIA, along east shore of Cananeia Island","","São Paulo",1
NA,"1 km NE of center of city of CANANEIA, along east shore of Cananeia Island","Cananéia","São Paulo",1
NA,"Estação Ecológica, em aceiro ao lado da Santa Casa","Valinhos","São Paulo",1
NA,"Estação Ecológica","Valinhos","São Paulo",1
NA,"em aceiro ao lado da Santa Casa","Valinhos","São Paulo",1
NA,"parque estadual intervales","Ribeirão Grande","São Paulo",45
NA,"Xituê","Ribeirão Grande","São Paulo",13
NA,"trilha de acesso a e","Ribeirão Grande","São Paulo",13
NA,"trilha da cachoeira das pedrinhas","Ribeirão Grande","São Paulo",13
NA,"Parque Estadual de Intervales","Ribeirão Grande","São Paulo",12
NA,"Parque Estadual de Intervales, Estrada para Barra Grande","Ribeirão Grande","São Paulo",10
NA,"Estrada para Barra Grande","Ribeirão Grande","São Paulo",10
NA,"Parque Est","Ribeirão Grande","São Paulo",9
NA,"Intervales","Ribeirão Grande","São Paulo",9
NA,"Trilha de acesso à E. E. Xituê","Ribeirão Grande","São Paulo",5
NA,"Trilha de acesso à E.E. Xituê. ","Ribeirão Grande","São Paulo",3
NA,"proximo a E.E.Xitue","Ribeirão Grande","São Paulo",3
NA,"proximo a E","Ribeirão Grande","São Paulo",3
NA,"a partir do hotel","Ribeirão Grande","São Paulo",3
NA,"Trilha para o Mirante da Anta","Ribeirão Grande","São Paulo",2
NA,"Trilha de acesso à E.E. Xituê","Ribeirão Grande","São Paulo",2
NA,"Trilha da Barra Grande","Ribeirão Grande","São Paulo",2
NA,"Rio de Cedro","","",2
NA,"Próximo ao rio","Ribeirão Grande","São Paulo",2
NA,"Ribeirão Grande","","São Paulo",1
NA,"Parque Estadual Intervales. Mirante da Anta","Capão Bonito","São Paulo",1
NA,"Parque Estadual Intervales","Capão Bonito","São Paulo",1
NA,"Myrsine sp","Ribeirão Grande","São Paulo",1
NA,"Mirante da Anta","Capão Bonito","São Paulo",1
NA,"Mirante da Anta","Ribeirão Grande","São Paulo",1
NA,"e Agarista sp","Ribeirão Grande","São Paulo",1
NA,"Estação Ecológica","Assis","São Paulo",12
NA,"Estação Experimental do Instituto Florestal. Coordenada calculada","Assis","São Paulo",4
NA,"Estação Experimental do Instituto Florestal","Assis","São Paulo",4
NA,"Estação Ecológica","Itaberá","São Paulo",4
NA,"Coordenada calculada","Assis","São Paulo",4
NA,"Próximo a Estrada Assis-Lutécia","Assis","São Paulo",2
NA,"Estação Experimental de Assis","Assis","São Paulo",2
NA,"estacao ecologica de assis, proximo a estrada assis-lutecia","Assis","São Paulo",2
NA,"Estação Ecológica de Assis, Cerrado. Próximo a Estrada Assis-Lutécia","Assis","São Paulo",2
NA,"Estação Ecológica de Assis","Assis","São Paulo",2
NA,"Cerrado","Assis","São Paulo",2
NA,"Fazenda Vale do Pirapitinga. Cerrado aberto","Assis","São Paulo",1
NA,"Fazenda Vale do Pirapitinga","Assis","São Paulo",1
NA,"Estação Ecológica Mogi-Guaçu","Mogi Guaçu","São Paulo",1
NA,"Cerrado aberto","Assis","São Paulo",1
NA,"campus unesp bela vista","Rio Claro","São Paulo",103
NA,"Bela Vista","","São Paulo",70
NA,"Bela Vista, Rio Claro - SP, Brasil","","São Paulo",69
NA,"Coordenada calculada","Rio Claro","São Paulo",51
NA,"Res","","São Paulo",39
NA,"Florenca","","São Paulo",39
NA,"Res. Florenca, Rio Claro - SP, Brasil","","São Paulo",36
NA,"Banco de Sementes de Solo","Rio Claro","São Paulo",27
NA,"Horto Florestal Navarro de Andrade. Banco de Sementes de Solo. Coordenada calculada","Rio Claro","São Paulo",25
NA,"campus da unesp","Rio Claro","São Paulo",22
NA,"Rio Claro, BR-SP, BR","Rio Claro","São Paulo",16
NA,"Rio Claro - SP, Brasil","Rio Claro","São Paulo",15
NA,"Jardim Vila Bela, Rio Claro - SP, Brasil","","São Paulo",14
NA,"Jardim Vila Bela","","São Paulo",14
NA,"Horto Florestal Navarro de Andrade. Coordenada calculada","Rio Claro","São Paulo",14
NA,"campus unesp","Rio Claro","São Paulo",14
NA,"banco de sementes de solo no horto florestal navarro de andrade","Rio Claro","São Paulo",12
NA,"MJ75+FX - Guarulhos, SP, Brasil","","São Paulo",1
NA,"MJ75+FX","","São Paulo",1
NA,"Guarulhos","","São Paulo",1
NA,"estacao ecologica do noroeste paulista","Mirassol","São Paulo",18
NA,"Distrito de Ribião Júnior Próximo na entrada da Fazenda Santa Catarina","Botucatu","São Paulo",1
NA,"Iperó","Iperó","São Paulo",11
NA,"trilha da Pedra Santa","Iperó","São Paulo",10
NA,"mata","Iperó","São Paulo",10
NA,"Floresta Nacional de Iperó, Fazenda Ipanema, trilha da Pedra Santa, mata","Iperó","São Paulo",10
NA,"floresta nacional de ipero, fazenda ipanema","Iperó","São Paulo",10
NA,"Floresta Nacional de Iperó","Iperó","São Paulo",10
NA,"Fazenda Ipanema","Iperó","São Paulo",10
NA,"Iperó - SP, 18560-000, Brasil","Iperó","São Paulo",6
NA,"Iperó","","São Paulo",3
NA,"Bacaetava","","São Paulo",3
NA,"Ypanema (= São João do Ipanema near Sorocaba)]","","São Paulo",2
NA,"Serra do Japi","Jundiaí","São Paulo",2
NA,"label without locality, date and collector [Brasil, São Paulo, Ypanema (= São João do Ipanema near Sorocaba)]","","São Paulo",2
NA,"label without locality","","São Paulo",2
NA,"Ipanema","Iperó","São Paulo",2
NA,"date and collector [Brasil","","São Paulo",2
NA,"State of São Paulo","Iperó","São Paulo",1
NA,"Solo: Latossolo vermelho","Campinas","São Paulo",1
NA,"Solo: Arenoso","Jundiaí","São Paulo",1
NA,"serrapilheira","Campinas","São Paulo",1
NA,"Mata de Santa Genebra, Local: Borda da trilha, à meia sombra. Solo: Latossolo vermelho, serrapilheira","Campinas","São Paulo",1
NA,"Mata de Santa Genebra","Campinas","São Paulo",1
NA,"Mata da Fazenda Espírito Santo (Fragmento P3); área total: 13,4ha","Campinas","São Paulo",1
NA,"Mata da Fazenda Espírito Santo (Fragmento P3)","Campinas","São Paulo",1
NA,"mata da fazenda espirito santo","Campinas","São Paulo",1
NA,"Local: Interior da mata","Jundiaí","São Paulo",1
NA,"Local: Borda da trilha","Campinas","São Paulo",1
NA,"Flora de Ipanema","Iperó","São Paulo",1
NA,"emboque do túnel 4","São Paulo","São Paulo",1
NA,"Condomínio Quintas da Cidade","São Paulo","São Paulo",1
NA,"Clube da Sabesp, emboque do túnel 4","São Paulo","São Paulo",1
NA,"Brésil","Iperó","São Paulo",1
NA,"área total: 13","Campinas","São Paulo",1
NA,"à meia sombra","Campinas","São Paulo",1
NA,"4ha","Campinas","São Paulo",1
NA,"APA Serra da Mantiqueira","Piquete","São Paulo",31
NA,"Cume do maciço principal","Piquete","São Paulo",15
NA,"Pico dos Marins, Cume do maciço principal","Piquete","São Paulo",14
NA,"próximo à pedra do golfinho","Piquete","São Paulo",9
NA,"Bifurcação da trilha da cruz de ferro","Piquete","São Paulo",9
NA,"APA Serra da Mantiqueira","São Paulo","São Paulo",8
NA,"Pico dos Marins - APA Serra da Mantiqueira. Bifurcação da trilha da cruz de ferro, próximo à pedra do golfinho","Piquete","São Paulo",6
NA,"Morro do Careca","Piquete","São Paulo",6
NA,"APA Serra da Mantiqueira, Pico dos Marins, Morro do Careca","Piquete","São Paulo",6
NA,"trilha de acesso ao Pico dos Marins, entre Pico do Marinzinho e Marins, Campo de Altitude","Piquete","São Paulo",5
NA,"trilha de acesso ao Pico dos Marins","Piquete","São Paulo",5
NA,"entre Pico do Marinzinho e Marins","Piquete","São Paulo",5
NA,"Campo de Altitude","Piquete","São Paulo",5
NA,"Trilha para o 1º mirante","Piquete","São Paulo",4
NA,"Portal de Pedra","Piquete","São Paulo",4
NA,"Passa-Quatro","São Paulo","São Paulo",4
NA,"Maciço antes da nascente do Rib","São Paulo","São Paulo",4
NA,"APA Serra da Mantiqueira, Pico dos Marins. Trilha para o 1º mirante","Piquete","São Paulo",4
NA,"APA Serra da Mantiqueira","","São Paulo",4
NA,"Pico dos Marins - APA Serra da Mantiqueira. Portal de Pedra","Piquete","São Paulo",3
NA,"Pico do Marins","Piquete","São Paulo",3
NA,"Passa-Quatro","Piquete","São Paulo",3
NA,"Maciço antes da nascente do Rib","Piquete","São Paulo",3
NA,"estrada da fazenda boa vista","Cruzeiro","São Paulo",3
NA,"2º maciço. Pico dos Marins - APA Serra da Mantiqueira","Piquete","São Paulo",3
NA,"2º maciço","Piquete","São Paulo",3
NA,"Serra da Matiqueira","Cruzeiro","São Paulo",2
NA,"Rampa do 2º maciço. Pico dos Marins - APA Serra da Mantiqueira","Piquete","São Paulo",2
NA,"Rampa do 2º maciço","Piquete","São Paulo",2
NA,"Piquete","","São Paulo",2
NA,"Pico dos Marins. Bifurcação da trilha da cruz de ferro, próximo à pedra do golfinho. Área de Proteção Ambiental Serra da Mantiqueira","Piquete","São Paulo",2
NA,"Pico dos Marins, Piquete - SP, 12620-000, Brasil","","São Paulo",2
NA,"Pico dos Marins, Antecume do Pico dos Marins","Piquete","São Paulo",2
NA,"Pico dos Marins - APA Serra da Mantiqueira. Maciço antes da nascente do Rib. Passa-Quatro","São Paulo","São Paulo",2
NA,"Pico dos Marins - APA Serra da Mantiqueira Base do maciço principal","Piquete","São Paulo",2
NA,"Passa-Quatro","","São Paulo",2
NA,"Nascente do Ribeirão Passa-Quatro. Pico dos Marins - APA Serra da Mantiqueira","São Paulo","São Paulo",2
NA,"Nascente do Ribeirão Passa-Quatro","São Paulo","São Paulo",2
NA,"Maciço antes da nascente do Rib. Passa-Quatro. Pico dos Marins - APA Serra da Mantiqueira","Piquete","São Paulo",2
NA,"Maciço antes da nascente do Rib. Passa-Quatro. Pico dos Marins - APA Serra da Mantiqueira","São Paulo","São Paulo",2
NA,"Maciço antes da nascente do Rib","","São Paulo",2
NA,"Estrada da Faz. Boa Vista","Cruzeiro","São Paulo",2
NA,"Estrada da Faz","Cruzeiro","São Paulo",2
NA,"Boa Vista","Cruzeiro","São Paulo",2
NA,"Área de Proteção Ambiental Serra da Mantiqueira","Piquete","São Paulo",2
NA,"APA Serra da Mantiqueira, 2º Maciço","","São Paulo",2
NA,"APA Serra da Mantiqueira Base do maciço principal","Piquete","São Paulo",2
NA,"Antecume do Pico dos Marins","Piquete","São Paulo",2
NA,"2º maciço","São Paulo","São Paulo",2
NA,"Trilha entre o acampamento do 1º mirante e pedra do golfinho","Piquete","São Paulo",1
NA,"Trilha entre o acampamento do 1º mirante e bifurcação p/ trilha da cruz de ferro","Piquete","São Paulo",1
NA,"Swamps at edge of town","","São Paulo",1
NA,"São Paulo, BR","São Paulo","São Paulo",1
NA,"Primeiro maciço após o acampamento do 1º mirante","Piquete","São Paulo",1
NA,"Pico dos Marins. Trilha entre o acampamento do 1º mirante e bifurcação p/ trilha da cruz de ferro. APA Serra da Mantiqueira","Piquete","São Paulo",1
NA,"Pico dos Marins. Primeiro maciço após o acampamento do 1º mirante","Piquete","São Paulo",1
NA,"Pico dos Marins. Portal de Pedra. APA Serra da Mantiqueira","Piquete","São Paulo",1
NA,"Pico dos Marins - APA Serra da Mantiqueira. Trilha entre o acampamento do 1º mirante e pedra do golfinho","Piquete","São Paulo",1
NA,"Pico dos Marins - APA Serra da Mantiqueira. Maciço antes da nascente do Rib. Passa-Quatro","","São Paulo",1
NA,"Pico dos Marins - APA Serra da Mantiqueira. Maciço antes da nascente do Rib. Passa-Quatro","Piquete","São Paulo",1
NA,"Pico dos Marins - APA Serra da Mantiqueira. 2º maciço","São Paulo","São Paulo",1
NA,"Maciço antes da nascente do Rib. Passa-Quatro. Pico dos Marins - APA Serra da Mantiqueira","","São Paulo",1
NA,"Cume do maciço principal. APA Serra da Mantiqueira","Piquete","São Paulo",1
NA,"Cruzeiro","Cruzeiro","São Paulo",1
NA,"2º maciço. Pico dos Marins - APA Serra da Mantiqueira","São Paulo","São Paulo",1
NA,"pedra do bauzinho","São Bento do Sapucaí","São Paulo",96
NA,"Serra da Mantiqueira: NW of Campos do Jordão","São Bento do Sapucaí","São Paulo",25
NA,"Trilha para Pedra do Baú","São Bento do Sapucaí","São Paulo",20
NA,"summit of Pedra do Bauzinho","São Bento do Sapucaí","São Paulo",14
NA,"São Bento do Sapucaí. Serra da Mantiqueira: NW of Campos do Jordão, summit of Pedra do Bauzinho, just E of Pedra do Baú","São Bento do Sapucaí","São Paulo",14
NA,"just E of Pedra do Baú","São Bento do Sapucaí","São Paulo",14
NA,"São Bento do Sapucaí. Serra da Mantiqueira: NW of Campos do Jordão, off the road to Pedra do Baú","São Bento do Sapucaí","São Paulo",11
NA,"Pedra do Bauzinho, Pedra do Bauzinho","São Bento do Sapucaí","São Paulo",11
NA,"off the road to Pedra do Baú","São Bento do Sapucaí","São Paulo",11
NA,"Estrada para a Pedro do Baú","São Bento do Sapucaí","São Paulo",8
NA,"margem esquerda em direção à pedra","São Bento do Sapucaí","São Paulo",6
NA,"Estrada da Campista em direção a Pedra do Baú, ca. de 20 km da cidade (Campos do Jordão), margem esquerda em direção à pedra","São Bento do Sapucaí","São Paulo",6
NA,"de 20 km da cidade (Campos do Jordão)","São Bento do Sapucaí","São Paulo",6
NA,"State of São Paulo","São Bento do Sapucaí","São Paulo",4
NA,"Benedito Gomes de Sousa","São Bento do Sapucaí","São Paulo",4
NA,"Bauzinho","São Bento do Sapucaí","São Paulo",4
NA,"Pedra do Baú","","São Paulo",3
NA,"Mata de encosta","São Bento do Sapucaí","São Paulo",3
NA,"Grota Funda","Atibaia","São Paulo",37
NA,"Pedra Grande","Atibaia","São Paulo",12
NA,"Bom Jesus dos Perdões","","São Paulo",3
NA,"Atibaia","","São Paulo",3
NA,"Atibaia","Atibaia","São Paulo",3
NA,"Cume do maciço principal","Piquete","São Paulo",13
NA,"Pico dos Marins, Cume do maciço principal","Piquete","São Paulo",12
NA,"Pico dos Marins - APA Serra da Mantiqueira Base do maciço principal","Piquete","São Paulo",2
NA,"Nascente do Ribeirão Passa-Quatro. Pico dos Marins - APA Serra da Mantiqueira","São Paulo","São Paulo",2
NA,"Nascente do Ribeirão Passa-Quatro","São Paulo","São Paulo",2
NA,"estrada da fazenda boa vista","Cruzeiro","São Paulo",2
NA,"Estrada da Faz. Boa Vista","Cruzeiro","São Paulo",2
NA,"Estrada da Faz","Cruzeiro","São Paulo",2
NA,"Boa Vista","Cruzeiro","São Paulo",2
NA,"APA Serra da Mantiqueira Base do maciço principal","Piquete","São Paulo",2
NA,"APA Serra da Mantiqueira","São Paulo","São Paulo",2
NA,"Swamps at edge of town","","São Paulo",1
NA,"Cume do maciço principal. APA Serra da Mantiqueira","Piquete","São Paulo",1
NA,"APA Serra da Mantiqueira","Piquete","São Paulo",1
NA,"Represa Billings","São Bernardo do Campo","São Paulo",11
NA,"Parque das Águas da Billings","São Bernardo do Campo","São Paulo",2
NA,"Riacho Grande","São Bernardo do Campo","São Paulo",1
NA,"Pq. Riacho Grande, Estrada da Pedra Grande","São Bernardo do Campo","São Paulo",1
NA,"Estrada da Pedra Grande","São Bernardo do Campo","São Paulo",1
NA,"aguas da prata","Águas da Prata","São Paulo",4
NA,"Águas da Prata, SP, 13890-000, Brasil","Águas da Prata","São Paulo",3
NA,"Próximo a uma bica","Águas da Prata","São Paulo",1
NA,"Praça das águas","Águas da Prata","São Paulo",1
NA,"Fonte Platina do Município","Águas da Prata","São Paulo",1
NA,"character(0)","Águas da Prata","São Paulo",1
NA,"Águas Da Prata, SP, BR","Águas da Prata","São Paulo",1
NA,"Vila Santos","","São Paulo",56
NA,"Vila Santos, São Paulo - SP, Brasil","","São Paulo",55
NA,"Horto Florestal","","São Paulo",30
NA,"São Paulo - SP, 02635, Brasil","São Paulo","São Paulo",22
NA,"parque estadual alberto lofgren","São Paulo","São Paulo",18
NA,"P.E. Alberto Lofgren","São Paulo","São Paulo",18
NA,"Alberto Lofgren","São Paulo","São Paulo",18
NA,"Horto Florestal, São Paulo, SP, BR","","São Paulo",16
NA,"Horto Florestal","São Paulo","São Paulo",14
NA,"Vila Pedra Branca, São Paulo - SP, Brasil","","São Paulo",9
NA,"Vila Pedra Branca","","São Paulo",9
NA,"Horto Florestal, São Paulo - SP, Brasil","","São Paulo",8
NA,"Sao Paulo: Horto Florestal (Alberto Löfgren)","São Paulo","São Paulo",4
NA,"palacio de Verao","São Paulo","São Paulo",4
NA,"Serra de Cantareira","","São Paulo",3
NA,"Parque Estadual Alberto Löefgren","São Paulo","São Paulo",3
NA,"Instituto Florestal","São Paulo","São Paulo",3
NA,"Horto Florestal, Serra de Cantareira","","São Paulo",3
NA,"Coordenada calculada","São Paulo","São Paulo",3
NA,"Valinhos, SP, 13274-465, Brasil","Valinhos","São Paulo",8
NA,"Valinhos","Valinhos","São Paulo",8
NA,"Valinhos","","São Paulo",2
NA,"Estrada Padre Modesto Nunes, 13, Valinhos - SP, 13279-471, Brasil","","São Paulo",2
NA,"Estrada Padre Modesto Nunes","","São Paulo",2
NA,"Reserva ARA Inst. Florestal","Valinhos","São Paulo",1
NA,"Reserva ARA Inst","Valinhos","São Paulo",1
NA,"Florestal","Valinhos","São Paulo",1
NA,"parque ecologico de pariquera abaixo","Pariquera-Açu","São Paulo",6
NA,"parque ecologico de pariquera abaixo, acessado pela rodovia pariquera-iguape","Pariquera-Açu","São Paulo",4
NA,"Parque Ecológico de Pariquera Abaixo (PEPA)","Pariquera-Açu","São Paulo",4
NA,"no sítio do Sr","Pariquera-Açu","São Paulo",4
NA,"no lado sul da PEPA","Pariquera-Açu","São Paulo",4
NA,"na floresta de Caxetal","Pariquera-Açu","São Paulo",4
NA,"Dário","Pariquera-Açu","São Paulo",4
NA,"acessado pela Rodovia Pariquera-Iguape","Pariquera-Açu","São Paulo",4
NA,"Parque Estadual de Pariquera","Pariquera-Açu","São Paulo",3
NA,"Trilha da Campina","Pariquera-Açu","São Paulo",2
NA,"PEPA","Pariquera-Açu","São Paulo",2
NA,"parque estadual de pariquera-abaixo","Pariquera-Açu","São Paulo",1
NA,"Estação Experimental do IAC","Pariquera-Açu","São Paulo",1
NA,"campos do jordao","Campos do Jordão","São Paulo",48
NA,"São José dos Alpes","Campos do Jordão","São Paulo",23
NA,"State of São Paulo","Campos do Jordão","São Paulo",18
NA,"Coordenada calculada","Campos do Jordão","São Paulo",18
NA,"campos de jordao","Campos do Jordão","São Paulo",13
NA,"trilha dos campos","Campos do Jordão","São Paulo",10
NA,"trilha do rio sapucaia","Campos do Jordão","São Paulo",10
NA,"Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão","São Paulo",9
NA,"Campos do Jordão","","São Paulo",9
NA,"Horto Florestal","Campos do Jordão","São Paulo",6
NA,"s/n","","São Paulo",5
NA,"horto florestal","São Paulo","São Paulo",239
NA,"Sítio Barrocada","","São Paulo",75
NA,"Sítio Barrocada, São Paulo - SP, Brasil","","São Paulo",63
NA,"Núcleo Pedra Grande","São Paulo","São Paulo",41
NA,"clube da sabesp","São Paulo","São Paulo",40
NA,"Cantareira","São Paulo","São Paulo",28
NA,"emboque do túnel 4","São Paulo","São Paulo",26
NA,"Clube da Sabesp, emboque do túnel 4","São Paulo","São Paulo",26
NA,"parque estadualcantareira","São Paulo","São Paulo",25
NA,"P.E.Cantareira, Núcleo Pedra Grande","São Paulo","São Paulo",22
NA,"Pinheirinho","São Paulo","São Paulo",21
NA,"parque estadualcantareira","Mairiporã","São Paulo",19
NA,"Horto Florestal","","São Paulo",19
NA,"Cantareira","Mairiporã","São Paulo",19
NA,"Sete Barras","","São Paulo",28
NA,"Carlos Botelho, Sete Barras, BR-SP, BR","","São Paulo",28
NA,"parque estadualcarlos botelho","Sete Barras","São Paulo",26
NA,"P.E.Carlos Botelho","Sete Barras","São Paulo",26
NA,"Sete Barras","Sete Barras","São Paulo",25
NA,"Raizão","Sete Barras","São Paulo",22
NA,"Núcleo Sete Barras","Sete Barras","São Paulo",20
NA,"Parque Estadual Intervales","Sete Barras","São Paulo",16
NA,"mata","Sete Barras","São Paulo",16
NA,"parque estadualcarlos botelho","São Miguel Arcanjo","São Paulo",15
NA,"P.E.Carlos Botelho","São Miguel Arcanjo","São Paulo",15
NA,"Brésil","Sete Barras","São Paulo",15
NA,"fazenda intervales","Sete Barras","São Paulo",12
NA,"Brésil","Guararema","São Paulo",11
NA,"Serra de Paranapiacaba","","São Paulo",8
NA,"Base Saibadela","Sete Barras","São Paulo",7
NA,"Base de Saibadela","Sete Barras","São Paulo",6
NA,"UHE da Barra","Tapiraí","São Paulo",5
NA,"reserva particular da votorantim","Tapiraí","São Paulo",5
NA,"Intervales","Sete Barras","São Paulo",5
NA,"beira de estrada","Sete Barras","São Paulo",5
NA,"trilha azul","Sete Barras","São Paulo",4
NA,"São Paulo, BR","São Paulo","São Paulo",4
NA,"Núcleo Arpoador","Peruíbe","São Paulo",4
NA,"Trilha do Araçá","Eldorado","São Paulo",121
NA,"Núcleo Cedro","Barra do Turvo","São Paulo",62
NA,"Jacupiranga","Eldorado","São Paulo",55
NA,"Trilha Véu da Noiva","Barra do Turvo","São Paulo",40
NA,"parque estadual jacupiranga","Eldorado","São Paulo",35
NA,"Floresta Ombrófila Densa Baixo Montana Ribeirinha Degradada com afloramento de calcário","Eldorado","São Paulo",32
NA,"P.E.Jacupiranga - Núcleo Caverna do Diabo","Eldorado","São Paulo",31
NA,"Ilha da Caverna e trilha dos moradores","Eldorado","São Paulo",24
NA,"Parque Estadual do Jacupiranga","Eldorado","São Paulo",13
NA,"Núcleo da Caverna do Diabo","Eldorado","São Paulo",12
NA,"Mata Atlântica","Eldorado","São Paulo",11
NA,"Jacupiranga","Barra do Turvo","São Paulo",11
NA,"Trilha da Água Grande ou Trilha da Ressurgência","Eldorado","São Paulo",10
NA,"Parque Estadual de Jacupiranga","","São Paulo",10
NA,"Trilha do Rolado","Eldorado","São Paulo",9
NA,"mais ou menos 18 km em direção a Barra do Turvo","Iporanga","São Paulo",9
NA,"Braço do Rio Pardo","Iporanga","São Paulo",9
NA,"Parque Estadual de Jacupiranga - Núcleo Caverna do Diabo","Eldorado","São Paulo",8
NA,"P.E.Jacupiranga - Núcleo Cedro","Barra do Turvo","São Paulo",8
NA,"Mata de encosta","Eldorado","São Paulo",8
NA,"Floresta Ombrófila Densa Baixo Montana","Eldorado","São Paulo",8
NA,"Trilha da Água Grande/Ressurgência","Eldorado","São Paulo",7
NA,"Parque Estadual do Jacupiranga","Barra do Turvo","São Paulo",6
NA,"parque do estado","São Paulo","São Paulo",2199
NA,"jardim botanico","São Paulo","São Paulo",1851
NA,"parque do estado","","São Paulo",512
NA,"Parque do Estado, São Paulo - SP, Brasil","","São Paulo",270
NA,"jardim botanico","","São Paulo",213
NA,"Capital","São Paulo","São Paulo",206
NA,"Paulo","São Paulo","São Paulo",111
NA,"Instituto de Botânica","São Paulo","São Paulo",91
NA,"in grounds of the Instituto de Botânica","São Paulo","São Paulo",79
NA,"parque estadualf","Pedregulho","São Paulo",21
NA,"parque estadual","Pedregulho","São Paulo",14
NA,"parque estadualfurnas do bom jesus","Pedregulho","São Paulo",13
NA,"Furnas do Bom Jesus (Parque Estadual)","Pedregulho","São Paulo",11
NA,"Zona 23K)","Pedregulho","São Paulo",10
NA,"Pedregulho","","São Paulo",9
NA,"Pedra Grande","Pedregulho","São Paulo",9
NA,"P.E.F.B.J. - Pedra Grande","Pedregulho","São Paulo",9
NA,"Núcleo Chapadão","Pedregulho","São Paulo",9
NA,"P.E.Furnas do Bom Jesus","Pedregulho","São Paulo",8
NA,"Furnas do Bom Jesus, Pedregulho, BR-SP, BR","","São Paulo",8
NA,"P.E.F.B.J. Núcleo Chapadão","Pedregulho","São Paulo",6
NA,"Mata de brejo perto da sede, floresta paludosa (SAD 69, Zona 23K)","Pedregulho","São Paulo",4
NA,"Mata de brejo perto da sede","Pedregulho","São Paulo",4
NA,"floresta paludosa (SAD 69","Pedregulho","São Paulo",4
NA,"Pedregulho, SP, 14470-000, Brazil","Pedregulho","São Paulo",3
NA,"Pedregulho","Pedregulho","São Paulo",3
NA,"P.E.F.B.J. Núcleo Neca Pedro, cerrado SS (Sad 69, Zona 23K)","Pedregulho","São Paulo",3
NA,"Núcleo Neca Pedro","Pedregulho","São Paulo",3
NA,"Furnas do Bom Jesus ( Parque Estadual)","Pedregulho","São Paulo",3
NA,"cerrado SS (Sad 69","Pedregulho","São Paulo",3
NA,"P.E.Furnas do Bom Jesus, Núcleo Santa Luzia","Pedregulho","São Paulo",2
NA,"Núcleo Santa Luzia","Pedregulho","São Paulo",2
NA,"ilha anchieta","Ubatuba","São Paulo",152
NA,"Ubatuba","","São Paulo",28
NA,"Ilha Anchieta, Ubatuba, SP, BR","","São Paulo",20
NA,"trilha para a praia do leste","Ubatuba","São Paulo",19
NA,"trilha para a praia do sul","Ubatuba","São Paulo",14
NA,"Ubatuba","Ubatuba","São Paulo",11
NA,"Ilha Anchieta/Enseada das Palmas/ Costão Direito","Ubatuba","São Paulo",8
NA,"Trilha da Prainha","Ubatuba","São Paulo",6
NA,"Trilha Praia do Leste","Ubatuba","São Paulo",5
NA,"trilha para o Saco Grande","Ubatuba","São Paulo",5
NA,"trilha do Guilherme","Ubatuba","São Paulo",5
NA,"Mata Atlântica","Ubatuba","São Paulo",5
NA,"trilha da Praia do Leste","Ubatuba","São Paulo",3
NA,"cananeia","Cananéia","São Paulo",70
NA,"Cananéia, SP, 11990-000, Brasil","Cananéia","São Paulo",18
NA,"Cananéia","","São Paulo",18
NA,"Cananéia, BR-SP, BR","Cananéia","São Paulo",4
NA,"State of São Paulo","Cananéia","São Paulo",3
NA,"character(0)","","São Paulo",2
NA,"Villa Bella","","São Paulo",65
NA,"Sao Sebastiao Island","","São Paulo",50
NA,"Villa Bella, Sao Sebastiao Island","","São Paulo",41
NA,"Litoral Norte","","São Paulo",40
NA,"Santo André","Santo André","São Paulo",33
NA,"Ilha Bela","Ilhabela","São Paulo",23
NA,"estacao biologicado alto da serra de paranapiacaba","Santo André","São Paulo",23
NA,"E.B. do Alto da Serra de Paranapiacaba","Santo André","São Paulo",23
NA,"do Alto da Serra de Paranapiacaba","Santo André","São Paulo",23
NA,"Ilha Sao Sebastiao","","São Paulo",18
NA,"Villa Bella, Ilha S. Sebastiao","","São Paulo",15
NA,"Sebastiao","","São Paulo",15
NA,"Ilha S","","São Paulo",15
NA,"ilha vitoria","","São Paulo",14
NA,"Sao Sebastiao","Ilhabela","São Paulo",12
NA,"Litoral Norte","Ilhabela","São Paulo",12
NA,"Cachoeira do Veloso","Ilhabela","São Paulo",11
NA,"Trilha do Corcovado, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar","Natividade da Serra","São Paulo",10
NA,"Trilha do Corcovado","Natividade da Serra","São Paulo",10
NA,"Sao Sebastiao Island","Ilhabela","São Paulo",10
NA,"parque estadual serra mar","Natividade da Serra","São Paulo",10
NA,"Parque Estadual da Serra do Mar","Natividade da Serra","São Paulo",10
NA,"Núcleo Santa Virgínia","Natividade da Serra","São Paulo",10
NA,"Villa Belha, Sao Sebastiao Island","","São Paulo",9
NA,"Villa Belha","","São Paulo",9
NA,"Sao Sebastiao","","São Paulo",9
NA,"Ilhabela","","São Paulo",9
NA,"Ilha Vitória, Litoral Norte","","São Paulo",9
NA,"Litoral Norte, Ilha de São Sebastião","","São Paulo",8
NA,"Cambaquara","Ilhabela","São Paulo",8
NA,"reserva biologica do alto da serra paranapiacaba","Santo André","São Paulo",7
NA,"ilha vitoria","Ilhabela","São Paulo",6
