"","country","stateProvince","municipality","locality","loc","loc.correct","latitude","longitude","resolution.gazetteer","source"
"531","Brazil","São Paulo","São Sebastião","PE DA SERRA DO MAR","brazil_sao paulo_sao sebastiao_pe serra mar","brazil_sao paulo_sao sebastiao_pe serra mar","-23.7468138997171","-45.597628748072","locality","cnuc_ibge"
"1072","Brazil","São Paulo","São Sebastião","PE DA SERRA DO MAR","brazil_sao paulo_sao sebastiao_parque estadual serra mar","brazil_sao paulo_sao sebastiao_pe serra mar","-23.7468138997171","-45.597628748072","locality","cnuc_ibge"
"216","Brazil","São Paulo","São Sebastião","RPPN RESERVA RIZZIERI","brazil_sao paulo_sao sebastiao_rppn reserva rizzieri","brazil_sao paulo_sao sebastiao_rppn reserva rizzieri","-23.7191593038222","-45.720195224758","locality","cnuc_ibge"
"757","Brazil","São Paulo","São Sebastião","RPPN RESERVA RIZZIERI","brazil_sao paulo_sao sebastiao_reserva particular patrimonio natural reserva rizzieri","brazil_sao paulo_sao sebastiao_rppn reserva rizzieri","-23.7191593038222","-45.720195224758","locality","cnuc_ibge"
"241","Brazil","São Paulo","São Sebastião","RPPN TOQUE TOQUE PEQUENO","brazil_sao paulo_sao sebastiao_rppn toque toque pequeno","brazil_sao paulo_sao sebastiao_rppn toque toque pequeno","-23.8133410818311","-45.5291684019606","locality","cnuc_ibge"
"782","Brazil","São Paulo","São Sebastião","RPPN TOQUE TOQUE PEQUENO","brazil_sao paulo_sao sebastiao_reserva particular patrimonio natural toque toque pequeno","brazil_sao paulo_sao sebastiao_rppn toque toque pequeno","-23.8133410818311","-45.5291684019606","locality","cnuc_ibge"
"315","Brazil","São Paulo","São Simão","EEC DE SANTA MARIA","brazil_sao paulo_sao simao_eec santa maria","brazil_sao paulo_sao simao_eec santa maria","-21.3895974121149","-47.614770890321","locality","cnuc_ibge"
"856","Brazil","São Paulo","São Simão","EEC DE SANTA MARIA","brazil_sao paulo_sao simao_estacao ecologica santa maria","brazil_sao paulo_sao simao_eec santa maria","-21.3895974121149","-47.614770890321","locality","cnuc_ibge"
"532","Brazil","São Paulo","São Vicente","PE DA SERRA DO MAR","brazil_sao paulo_sao vicente_pe serra mar","brazil_sao paulo_sao vicente_pe serra mar","-23.9538370997249","-46.548904730259","locality","cnuc_ibge"
"1073","Brazil","São Paulo","São Vicente","PE DA SERRA DO MAR","brazil_sao paulo_sao vicente_parque estadual serra mar","brazil_sao paulo_sao vicente_pe serra mar","-23.9538370997249","-46.548904730259","locality","cnuc_ibge"
"507","Brazil","São Paulo","São Vicente","PE XIXOVÁ-JAPUÍ","brazil_sao paulo_sao vicente_pe xixova japui","brazil_sao paulo_sao vicente_parque estadual xixova japui","-23.9877234775602","-46.3849678271719","locality","cnuc_ibge"
"1048","Brazil","São Paulo","São Vicente","PE XIXOVÁ-JAPUÍ","brazil_sao paulo_sao vicente_parque estadual xixova japui","brazil_sao paulo_sao vicente_parque estadual xixova japui","-23.9877234775602","-46.3849678271719","locality","cnuc_ibge"
"377","Brazil","São Paulo","Sarutaiá","APA CUESTA PARAPANEMA","brazil_sao paulo_sarutaia_apa cuesta parapanema","brazil_sao paulo_sarutaia_apa cuesta parapanema","-23.2535435916595","-49.4867596885691","locality","cnuc_ibge"
"918","Brazil","São Paulo","Sarutaiá","APA CUESTA PARAPANEMA","brazil_sao paulo_sarutaia_area protecao ambiental cuesta parapanema","brazil_sao paulo_sarutaia_apa cuesta parapanema","-23.2535435916595","-49.4867596885691","locality","cnuc_ibge"
"226","Brazil","São Paulo","Serra Azul","RPPN FAZENDA PALMIRA","brazil_sao paulo_serra azul_rppn fazenda palmira","brazil_sao paulo_serra azul_rppn fazenda palmira","-21.3493286299134","-47.6043225526309","locality","cnuc_ibge"
"767","Brazil","São Paulo","Serra Azul","RPPN FAZENDA PALMIRA","brazil_sao paulo_serra azul_reserva particular patrimonio natural fazenda palmira","brazil_sao paulo_serra azul_rppn fazenda palmira","-21.3493286299134","-47.6043225526309","locality","cnuc_ibge"
"421","Brazil","São Paulo","Serra Negra","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_serra negra_apa piracicaba juqueri mirim area ii","brazil_sao paulo_serra negra_apa piracicaba juqueri mirim area ii","-22.6349054753655","-46.7159466835945","locality","cnuc_ibge"
"962","Brazil","São Paulo","Serra Negra","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_serra negra_area protecao ambiental piracicaba juqueri mirim area ii","brazil_sao paulo_serra negra_apa piracicaba juqueri mirim area ii","-22.6349054753655","-46.7159466835945","locality","cnuc_ibge"
"453","Brazil","São Paulo","Sete Barras","APA SERRA DO MAR","brazil_sao paulo_sete barras_apa serra mar","brazil_sao paulo_sete barras_apa serra mar","-24.2807322634556","-47.9257676271258","locality","cnuc_ibge"
"994","Brazil","São Paulo","Sete Barras","APA SERRA DO MAR","brazil_sao paulo_sete barras_area protecao ambiental serra mar","brazil_sao paulo_sete barras_apa serra mar","-24.2807322634556","-47.9257676271258","locality","cnuc_ibge"
"31","Brazil","São Paulo","Sete Barras","PE CARLOS BOTELHO","brazil_sao paulo_sete barras_pe carlos botelho","brazil_sao paulo_sete barras_pe carlos botelho","-24.1600131697458","-47.948925898393","locality","cnuc_ibge"
"572","Brazil","São Paulo","Sete Barras","PE CARLOS BOTELHO","brazil_sao paulo_sete barras_parque estadual carlos botelho","brazil_sao paulo_sete barras_pe carlos botelho","-24.1600131697458","-47.948925898393","locality","cnuc_ibge"
"81","Brazil","São Paulo","Sete Barras","PE INTERVALES","brazil_sao paulo_sete barras_pe intervales","brazil_sao paulo_sete barras_pe intervales","-24.2172682485401","-48.097013549278","locality","cnuc_ibge"
"622","Brazil","São Paulo","Sete Barras","PE INTERVALES","brazil_sao paulo_sete barras_parque estadual intervales","brazil_sao paulo_sete barras_pe intervales","-24.2172682485401","-48.097013549278","locality","cnuc_ibge"
"70","Brazil","São Paulo","Silveiras","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_silveiras_apa bacia paraiba sul","brazil_sao paulo_silveiras_apa bacia paraiba sul","-22.7455842085608","-44.8508597947246","locality","cnuc_ibge"
"611","Brazil","São Paulo","Silveiras","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_silveiras_area protecao ambiental bacia paraiba sul","brazil_sao paulo_silveiras_apa bacia paraiba sul","-22.7455842085608","-44.8508597947246","locality","cnuc_ibge"
"455","Brazil","São Paulo","Silveiras","APA SILVEIRAS","brazil_sao paulo_silveiras_apa silveiras","brazil_sao paulo_silveiras_apa silveiras","-22.7343437193641","-44.8408467821941","locality","cnuc_ibge"
"996","Brazil","São Paulo","Silveiras","APA SILVEIRAS","brazil_sao paulo_silveiras_area protecao ambiental silveiras","brazil_sao paulo_silveiras_apa silveiras","-22.7343437193641","-44.8408467821941","locality","cnuc_ibge"
"422","Brazil","São Paulo","Socorro","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_socorro_apa piracicaba juqueri mirim area ii","brazil_sao paulo_socorro_apa piracicaba juqueri mirim area ii","-22.6892864326557","-46.5569287453917","locality","cnuc_ibge"
"963","Brazil","São Paulo","Socorro","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_socorro_area protecao ambiental piracicaba juqueri mirim area ii","brazil_sao paulo_socorro_apa piracicaba juqueri mirim area ii","-22.6892864326557","-46.5569287453917","locality","cnuc_ibge"
"163","Brazil","São Paulo","Socorro","RPPN COPAÍBA","brazil_sao paulo_socorro_rppn copaiba","brazil_sao paulo_socorro_rppn copaiba","-22.7162253540883","-46.6100780917033","locality","cnuc_ibge"
"704","Brazil","São Paulo","Socorro","RPPN COPAÍBA","brazil_sao paulo_socorro_reserva particular patrimonio natural copaiba","brazil_sao paulo_socorro_rppn copaiba","-22.7162253540883","-46.6100780917033","locality","cnuc_ibge"
"152","Brazil","São Paulo","Sorocaba","EEC BRÁULIO GUEDES DA SILVA","brazil_sao paulo_sorocaba_eec braulio guedes silva","brazil_sao paulo_sorocaba_eec braulio guedes silva","-23.49197024934","-47.4163607051531","locality","cnuc_ibge"
"693","Brazil","São Paulo","Sorocaba","EEC BRÁULIO GUEDES DA SILVA","brazil_sao paulo_sorocaba_estacao ecologica braulio guedes silva","brazil_sao paulo_sorocaba_eec braulio guedes silva","-23.49197024934","-47.4163607051531","locality","cnuc_ibge"
"146","Brazil","São Paulo","Sorocaba","EEC GOVERNADOR MARIO COVAS","brazil_sao paulo_sorocaba_eec governador mario covas","brazil_sao paulo_sorocaba_eec governador mario covas","-23.4208651918658","-47.364094098417","locality","cnuc_ibge"
"687","Brazil","São Paulo","Sorocaba","EEC GOVERNADOR MARIO COVAS","brazil_sao paulo_sorocaba_estacao ecologica governador mario covas","brazil_sao paulo_sorocaba_eec governador mario covas","-23.4208651918658","-47.364094098417","locality","cnuc_ibge"
"144","Brazil","São Paulo","Sorocaba","EEC MUNICIPAL DO PIRAJIBU","brazil_sao paulo_sorocaba_eec municipal pirajibu","brazil_sao paulo_sorocaba_eec municipal pirajibu","-23.4045986993207","-47.4092813928005","locality","cnuc_ibge"
"685","Brazil","São Paulo","Sorocaba","EEC MUNICIPAL DO PIRAJIBU","brazil_sao paulo_sorocaba_estacao ecologica municipal pirajibu","brazil_sao paulo_sorocaba_eec municipal pirajibu","-23.4045986993207","-47.4092813928005","locality","cnuc_ibge"
"121","Brazil","São Paulo","Sorocaba","PNM CORREDORES DE BIODIVERSIDADE","brazil_sao paulo_sorocaba_pnm corredores biodiversidade","brazil_sao paulo_sorocaba_pnm corredores biodiversidade","-23.3914904708973","-47.4837016300158","locality","cnuc_ibge"
"662","Brazil","São Paulo","Sorocaba","PNM CORREDORES DE BIODIVERSIDADE","brazil_sao paulo_sorocaba_parque natural municipal corredores biodiversidade","brazil_sao paulo_sorocaba_pnm corredores biodiversidade","-23.3914904708973","-47.4837016300158","locality","cnuc_ibge"
"139","Brazil","São Paulo","Sorocaba","PNM DE BRIGADEIRO TOBIAS","brazil_sao paulo_sorocaba_pnm brigadeiro tobias","brazil_sao paulo_sorocaba_pnm brigadeiro tobias","-23.5050504127669","-47.3636069908435","locality","cnuc_ibge"
"680","Brazil","São Paulo","Sorocaba","PNM DE BRIGADEIRO TOBIAS","brazil_sao paulo_sorocaba_parque natural municipal brigadeiro tobias","brazil_sao paulo_sorocaba_pnm brigadeiro tobias","-23.5050504127669","-47.3636069908435","locality","cnuc_ibge"
"475","Brazil","São Paulo","Suzano","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_suzano_apa varzea rio tiete","brazil_sao paulo_suzano_apa varzea rio tiete","-23.5184239570549","-46.3032964239794","locality","cnuc_ibge"
"1016","Brazil","São Paulo","Suzano","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_suzano_area protecao ambiental varzea rio tiete","brazil_sao paulo_suzano_apa varzea rio tiete","-23.5184239570549","-46.3032964239794","locality","cnuc_ibge"
"378","Brazil","São Paulo","Taguaí","APA CUESTA PARAPANEMA","brazil_sao paulo_taguai_apa cuesta parapanema","brazil_sao paulo_taguai_apa cuesta parapanema","-23.4813869784473","-49.3931267422558","locality","cnuc_ibge"
"919","Brazil","São Paulo","Taguaí","APA CUESTA PARAPANEMA","brazil_sao paulo_taguai_area protecao ambiental cuesta parapanema","brazil_sao paulo_taguai_apa cuesta parapanema","-23.4813869784473","-49.3931267422558","locality","cnuc_ibge"
"454","Brazil","São Paulo","Tapiraí","APA SERRA DO MAR","brazil_sao paulo_tapirai_apa serra mar","brazil_sao paulo_tapirai_apa serra mar","-24.0304158528468","-47.6459433095542","locality","cnuc_ibge"
"995","Brazil","São Paulo","Tapiraí","APA SERRA DO MAR","brazil_sao paulo_tapirai_area protecao ambiental serra mar","brazil_sao paulo_tapirai_apa serra mar","-24.0304158528468","-47.6459433095542","locality","cnuc_ibge"
"32","Brazil","São Paulo","Tapiraí","PE CARLOS BOTELHO","brazil_sao paulo_tapirai_pe carlos botelho","brazil_sao paulo_tapirai_pe carlos botelho","-24.1189421382022","-47.8234302943481","locality","cnuc_ibge"
"573","Brazil","São Paulo","Tapiraí","PE CARLOS BOTELHO","brazil_sao paulo_tapirai_parque estadual carlos botelho","brazil_sao paulo_tapirai_pe carlos botelho","-24.1189421382022","-47.8234302943481","locality","cnuc_ibge"
"176","Brazil","São Paulo","Tapiraí","RPPN PARQUE DO ZIZO","brazil_sao paulo_tapirai_rppn parque zizo","brazil_sao paulo_tapirai_rppn parque zizo","-24.0124702662449","-47.814669006151","locality","cnuc_ibge"
"717","Brazil","São Paulo","Tapiraí","RPPN PARQUE DO ZIZO","brazil_sao paulo_tapirai_reserva particular patrimonio natural parque zizo","brazil_sao paulo_tapirai_rppn parque zizo","-24.0124702662449","-47.814669006151","locality","cnuc_ibge"
"288","Brazil","São Paulo","Tapiraí","RPPN RESERVA MURIQUI","brazil_sao paulo_tapirai_rppn reserva muriqui","brazil_sao paulo_tapirai_rppn reserva muriqui","-24.0124821538501","-47.5571060060076","locality","cnuc_ibge"
"829","Brazil","São Paulo","Tapiraí","RPPN RESERVA MURIQUI","brazil_sao paulo_tapirai_reserva particular patrimonio natural reserva muriqui","brazil_sao paulo_tapirai_rppn reserva muriqui","-24.0124821538501","-47.5571060060076","locality","cnuc_ibge"
"379","Brazil","São Paulo","Taquarituba","APA CUESTA PARAPANEMA","brazil_sao paulo_taquarituba_apa cuesta parapanema","brazil_sao paulo_taquarituba_apa cuesta parapanema","-23.4839385742448","-49.3183235459545","locality","cnuc_ibge"
"920","Brazil","São Paulo","Taquarituba","APA CUESTA PARAPANEMA","brazil_sao paulo_taquarituba_area protecao ambiental cuesta parapanema","brazil_sao paulo_taquarituba_apa cuesta parapanema","-23.4839385742448","-49.3183235459545","locality","cnuc_ibge"
"71","Brazil","São Paulo","Taubaté","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_taubate_apa bacia paraiba sul","brazil_sao paulo_taubate_apa bacia paraiba sul","-23.1161238354698","-45.4348169710895","locality","cnuc_ibge"
"612","Brazil","São Paulo","Taubaté","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_taubate_area protecao ambiental bacia paraiba sul","brazil_sao paulo_taubate_apa bacia paraiba sul","-23.1161238354698","-45.4348169710895","locality","cnuc_ibge"
"160","Brazil","São Paulo","Taubaté","PNM VALE DO ITAIM","brazil_sao paulo_taubate_pnm vale itaim","brazil_sao paulo_taubate_pnm vale itaim","-23.0319675408455","-45.5248497904327","locality","cnuc_ibge"
"701","Brazil","São Paulo","Taubaté","PNM VALE DO ITAIM","brazil_sao paulo_taubate_parque natural municipal vale itaim","brazil_sao paulo_taubate_pnm vale itaim","-23.0319675408455","-45.5248497904327","locality","cnuc_ibge"
"380","Brazil","São Paulo","Tejupá","APA CUESTA PARAPANEMA","brazil_sao paulo_tejupa_apa cuesta parapanema","brazil_sao paulo_tejupa_apa cuesta parapanema","-23.3352959298207","-49.3631727201286","locality","cnuc_ibge"
"921","Brazil","São Paulo","Tejupá","APA CUESTA PARAPANEMA","brazil_sao paulo_tejupa_area protecao ambiental cuesta parapanema","brazil_sao paulo_tejupa_apa cuesta parapanema","-23.3352959298207","-49.3631727201286","locality","cnuc_ibge"
"20","Brazil","São Paulo","Teodoro Sampaio","EEC MICO LEÃO PRETO","brazil_sao paulo_teodoro sampaio_eec mico leao preto","brazil_sao paulo_teodoro sampaio_eec mico leao preto","-22.3758813184173","-52.3917536228677","locality","cnuc_ibge"
"561","Brazil","São Paulo","Teodoro Sampaio","EEC MICO LEÃO PRETO","brazil_sao paulo_teodoro sampaio_estacao ecologica mico leao preto","brazil_sao paulo_teodoro sampaio_eec mico leao preto","-22.3758813184173","-52.3917536228677","locality","cnuc_ibge"
"33","Brazil","São Paulo","Teodoro Sampaio","PE DO MORRO DO DIABO","brazil_sao paulo_teodoro sampaio_pe morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo","-22.5306621121657","-52.2966038560573","locality","cnuc_ibge"
"574","Brazil","São Paulo","Teodoro Sampaio","PE DO MORRO DO DIABO","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo","-22.5306621121657","-52.2966038560573","locality","cnuc_ibge"
"464","Brazil","São Paulo","Tietê","APA TIETÊ","brazil_sao paulo_tiete_apa tiete","brazil_sao paulo_tiete_apa tiete","-23.0494867528915","-47.7075436631096","locality","cnuc_ibge"
"1005","Brazil","São Paulo","Tietê","APA TIETÊ","brazil_sao paulo_tiete_area protecao ambiental tiete","brazil_sao paulo_tiete_apa tiete","-23.0494867528915","-47.7075436631096","locality","cnuc_ibge"
"381","Brazil","São Paulo","Timburi","APA CUESTA PARAPANEMA","brazil_sao paulo_timburi_apa cuesta parapanema","brazil_sao paulo_timburi_apa cuesta parapanema","-23.1951349594888","-49.6106311427917","locality","cnuc_ibge"
"922","Brazil","São Paulo","Timburi","APA CUESTA PARAPANEMA","brazil_sao paulo_timburi_area protecao ambiental cuesta parapanema","brazil_sao paulo_timburi_apa cuesta parapanema","-23.1951349594888","-49.6106311427917","locality","cnuc_ibge"
"371","Brazil","São Paulo","Torre de Pedra","APA CUESTA GUARANI","brazil_sao paulo_torre pedra_apa cuesta guarani","brazil_sao paulo_torre pedra_apa cuesta guarani","-23.2599888283238","-48.226012172877","locality","cnuc_ibge"
"912","Brazil","São Paulo","Torre de Pedra","APA CUESTA GUARANI","brazil_sao paulo_torre pedra_area protecao ambiental cuesta guarani","brazil_sao paulo_torre pedra_apa cuesta guarani","-23.2599888283238","-48.226012172877","locality","cnuc_ibge"
"362","Brazil","São Paulo","Torrinha","APA CUESTA CORUMBATAÍ","brazil_sao paulo_torrinha_apa cuesta corumbatai","brazil_sao paulo_torrinha_apa cuesta corumbatai","-22.4716339838137","-48.1660718529096","locality","cnuc_ibge"
"903","Brazil","São Paulo","Torrinha","APA CUESTA CORUMBATAÍ","brazil_sao paulo_torrinha_area protecao ambiental cuesta corumbatai","brazil_sao paulo_torrinha_apa cuesta corumbatai","-22.4716339838137","-48.1660718529096","locality","cnuc_ibge"
"491","Brazil","São Paulo","Tremembé","ARIE DA PEDRA BRANCA","brazil_sao paulo_tremembe_arie pedra branca","brazil_sao paulo_tremembe_arie pedra branca","-22.9401873269544","-45.6771782638236","locality","cnuc_ibge"
