"type"|"right"|"occurrenceID_GBIF"|"rightsHolder"|"modified"|"institutionCode"|"collectionCode"|"catalogNumber"|"recordNumber"|"recordedBy"|"eventDate"|"year"|"month"|"day"|"occurrenceRemarks"|"fieldNotes"|"country"|"stateProvince"|"municipality"|"locality"|"minimumElevationInMeters"|"maximumElevationInMeters"|"verbatimLatitude"|"verbatimLongitude"|"decimalLatitude"|"decimalLongitude"|"identifiedBy"|"dateIdentified"|"identificationRemarks"|"identificationQualifier"|"typeStatus"|"scientifcname"|"family"|"genus"|"specificEpithet"|"infraspecificEpithet"|"taxonRank"|"scientificNameAuthorship"|"Clado"|"fieldnumber"|"kingdom"|"phylum"|"otherCatalogNumbers"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:35880"|"UPCB"|"2023-12-13"|"UPCB"|"UPCB"|"UPCB0035880"|"2348"|"Meyer, F.S."|"2017-11-24"|"2017"|"11"|"24"|"Árvore ca. 9m alt., frequente na orla da ferrovia. Caule branco, flores brancas. Floresta Estacional Semidecidual em regeneração."|""|"Brasil"|"São Paulo"|"Três Fronteiras"|"Margem da ferrovia"|""|""|""|""|"-20.2247223"|"-50.9047222"|"Meyer, F.S."|"11/2017"|""|""|""|"Albizia niopoides (Spruce ex Benth.) Burkart"|"FABACEAE"|"Albizia"|"niopoides"|""|"specie"|"(Spruce ex Benth.) Burkart"|"Angiospermas"|""|"Plantae"|""|"UPCB 95229"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:35882"|"UPCB"|"2022-02-14"|"UPCB"|"UPCB"|"UPCB0035882"|"2327c"|"Meyer, F.S."|"2017-11-21"|"2017"|"11"|"21"|"Arbusto ca. 3 m alt., na margem da ferrovia, em Floresta Estacional Semidecídual em regeneração. Folíolos alongados; flores com pétalas brancas."|""|"Brasil"|"São Paulo"|"Uchoa"|"Margem da ferrovia."|""|""|""|""|"-20.9661111"|"-49.1580556"|"Queiroz, R."|"12/2017"|""|""|""|"Bauhinia pentandra (Bong.) D.Dietr."|"FABACEAE"|"Bauhinia"|"pentandra"|""|"specie"|"(Bong.) D.Dietr."|"Angiospermas"|""|"Plantae"|""|"UPCB 98299"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:35883"|"UPCB"|"2022-02-14"|"UPCB"|"UPCB"|"UPCB0035883"|"2333"|"Meyer, F.S."|"2017-11-23"|"2017"|"11"|"23"|"Arvoreta na orla da ferrovia, em Floresta Estacional Semidecídual em regeneração. Pecíolos com coloração ferrugínea."|""|"Brasil"|"São Paulo"|"Santa Salete"|"Margem da ferrovia."|""|""|""|""|"-20.2386111"|"-50.6872222"|"Meyer, F.S."|"12/2017"|""|""|""|"Bauhinia longifolia (Bong.) Steud."|"FABACEAE"|"Bauhinia"|"longifolia"|""|"specie"|"(Bong.) Steud."|"Angiospermas"|""|"Plantae"|""|"UPCB 98300"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:35884"|"UPCB"|"2022-02-14"|"UPCB"|"UPCB"|"UPCB0035884"|"2335"|"Meyer, F.S."|"2017-11-23"|"2017"|"11"|"23"|"Arbusto espinhento, frequente na orla da ferrovia, em Floresta Estacinal Semidecídual em regeneração. Flores com pétalas brancas."|""|"Brasil"|"São Paulo"|"Santa Salete"|"Margem da ferrovia."|""|""|""|""|"-20.2386111"|"-50.6872222"|""|""|""|""|""|"Bauhinia"|"FABACEAE"|"Bauhinia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"UPCB 98301"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:35924"|"UPCB"|"2024-01-24"|"UPCB"|"UPCB"|"UPCB0035924"|"2327d"|"Meyer, F.S."|"2017-11-21"|"2017"|"11"|"21"|"Herbácea reptante, ca. 20 cm alt. Flores com pétalas amarelas. Floresta Estacional Semidecidual em regeneração"|""|"Brasil"|"São Paulo"|"Uchoa"|"Margem da ferrovia."|""|""|""|""|"-20.9661111"|"-49.1580556"|"Meyer, F.S."|"11/2017"|""|""|""|"Chamaecrista rotundifolia (Pers.) Greene"|"FABACEAE"|"Chamaecrista"|"rotundifolia"|""|"specie"|"(Pers.) Greene"|"Angiospermas"|""|"Plantae"|""|"UPCB 96794"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:35933"|"UPCB"|"2024-02-28"|"UPCB"|"UPCB"|"UPCB0035933"|"2355"|"Meyer, F.S."|"2017-11-24"|"2017"|"11"|"24"|"Arvoreta ca. 4m alt., em local aberto. Flores com cálice castanho esverdeado, pétalas creme. Floresta Estacional Semidecidual em estágio inicial de regeneração"|""|"Brasil"|"São Paulo"|"Santa Fé do Sul"|"Margem da ferrovia."|""|""|""|""|"-20.2133333"|"-50.9508333"|"Meyer, F.S."|"11/2017"|""|""|""|"Leptolobium dasycarpum Vogel"|"FABACEAE"|"Leptolobium"|"dasycarpum"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"UPCB 96771"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:35935"|"UPCB"|"2022-05-09"|"UPCB"|"UPCB"|"UPCB0035935"|"2341"|"Meyer, F.S."|"2017-11-23"|"2017"|"11"|"23"|"Herbácea, reptanrte, frequente nas pastagens na margem da ferrovia. Flores com pétalas amarelas. "|""|"Brasil"|"São Paulo"|"Santana da Ponte Pensa"|"Margem da ferrovia."|""|""|""|""|""|""|""|""|""|""|""|"Arachis"|"FABACEAE"|"Arachis"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"UPCB 96767"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:35937"|"UPCB"|"2024-03-07"|"UPCB"|"UPCB"|"UPCB0035937"|"2327a"|"Meyer, F.S."|"2017-11-21"|"2017"|"11"|"21"|"Liana com folhas verde-pálido, frequente na orla da ferrovia. Pétalas com coloração vinnosa escura. Região com Floresta Estacional Semidecidual em regeneração"|""|"Brasil"|"São Paulo"|"Uchoa"|"Margem da ferrovia."|""|""|""|""|""|""|"Meyer, F.S."|"11/2017"|""|""|""|"Macroptilium atropurpureum (Sessé & Moc. ex DC.) Urb."|"FABACEAE"|"Macroptilium"|"atropurpureum"|""|"specie"|"(Sessé & Moc. ex DC.) Urb."|"Angiospermas"|""|"Plantae"|""|"UPCB 96769"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:35955"|"UPCB"|"2024-03-05"|"UPCB"|"UPCB"|"UPCB0035955"|"2312"|"Meyer, F.S."|"2017-11-21"|"2017"|"11"|"21"|"Arvoreta 5m alt. Ramos com espinhos, flor com pétalas roxas. Orla de Floresta Estacional Semidecidual em regeneração"|""|"Brasil"|"São Paulo"|"Votuporanga"|"Margem da ferrovia."|""|""|""|""|""|""|"Meyer, F.S."|"11/2017"|""|""|""|"Machaerium hirtum (Vell.) Stellfeld"|"FABACEAE"|"Machaerium"|"hirtum"|""|"specie"|"(Vell.) Stellfeld"|"Angiospermas"|""|"Plantae"|""|"UPCB 96777"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:41531"|"UPCB"|"2023-12-15"|"UPCB"|"UPCB"|"UPCB0041531"|"695"|"Furlan, A."|"1989-3-11"|"1989"|"3"|"11"|"Arvoreta de até 2m, frutos verdes."|""|"Brasil"|"São Paulo"|"Ubatuba"|"Picinguaba, Trilha das 3 Lagoas."|""|""|""|""|""|""|"Garcia, F.C.P."|"1992"|""|""|""|"Andira fraxinifolia Benth."|"FABACEAE"|"Andira"|"fraxinifolia"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"UPCB 36249"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:41605"|"UPCB"|"2023-12-15"|"UPCB"|"UPCB"|"UPCB0041605"|"sn"|"Cunha, M.A."|"1951-9-1"|"1951"|"9"|"1"|"Árvores com flores flores avermelhadas"|""|"Brasil"|"São Paulo"|"São Paulo"|"Horto Florestal, jardins do Palácio do Governo."|""|""|""|""|""|""|"Pastore, J. A."|"30/8/2011"|""|""|""|"Andira anthelmia (Vell.) Benth."|"FABACEAE"|"Andira"|"anthelmia"|""|"specie"|"(Vell.) Benth."|"Angiospermas"|""|"Plantae"|""|"UPCB 75580"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:41606"|"UPCB"|"2023-12-15"|"UPCB"|"UPCB"|"UPCB0041606"|"519"|"Godoy, J.R.L."|"2009-9-28"|"2009"|"9"|"28"|"Árvore 9m, flores rosa."|""|"Brasil"|"São Paulo"|"Iporanga"|"Parque Estadual Turístico do Alto Ribeira, Núcleo Ouro Grosso."|""|""|""|""|""|""|"Franco, G.A.D.C."|"29/1/2010"|""|""|""|"Andira anthelmia (Vell.) Benth."|"FABACEAE"|"Andira"|"anthelmia"|""|"specie"|"(Vell.) Benth."|"Angiospermas"|""|"Plantae"|""|"UPCB 73092"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:41608"|"UPCB"|"2023-12-15"|"UPCB"|"UPCB"|"UPCB0041608"|"5999"|"Cervi, A.C."|"1995-10-22"|"1995"|"10"|"22"|"Árvore ca. 5m, flores alvas. Cerrado."|""|"Brasil"|"São Paulo"|"Itararé"|""|""|""|""|""|""|""|"Garcia, F.C.P."|"3/2003"|""|""|""|"Anadenanthera peregrina var. falcata (Benth.) Altschul"|"FABACEAE"|"Anadenanthera"|"peregrina"|"falcata"|"var."|"(L.) Speg."|"Angiospermas"|""|"Plantae"|""|"UPCB 27351"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:41663"|"UPCB"|"2023-12-18"|"UPCB"|"UPCB"|"UPCB0041663"|"CFLORA392"|"Capaz, R."|"2010-1-8"|"2010"|"1"|"8"|"Árvore de grande porte, cultivada, folhas coriáceas, ramos espinhentos e com presença de frutos (vagens) verdes. Nome popular: Pata de vaca."|""|"Brasil"|"São Paulo"|"Botucatu"|"Área agrícola Centroflora."|""|""|""|""|"-22.9580556"|"-48.5241667"|"Capaz, R."|"8/1/2010"|""|""|""|"Bauhinia forficata Link"|"FABACEAE"|"Bauhinia"|"forficata"|""|"specie"|"Link"|"Angiospermas"|""|"Plantae"|""|"UPCB 72032"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:42283"|"UPCB"|"2022-02-14"|"UPCB"|"UPCB"|"UPCB0042283"|"35"|"Passos, L.S."|"2019-6-7"|"2019"|"6"|"7"|"Liana herbácea. Pétalas claras, meio de estandarte arroxeada. Borda de mata ciliar."|""|"Brasil"|"São Paulo"|"Itaóca"|"Vale do Ribeira."|""|""|""|""|""|""|"Passos, L. S."|"6/2019"|""|""|""|"Clitoria"|"FABACEAE"|"Clitoria"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"UPCB 93987"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:42614"|"UPCB"|"2024-09-09"|"UPCB"|"UPCB"|"UPCB0042614"|""|"Grombone, M.T."|"1989-11-29"|"1989"|"11"|"29"|"Arvoreta com ca. 3m alt.; flores com botões creme."|""|"Brasil"|"São Paulo"|"Guarujá"|""|""|""|""|""|""|""|"Sena, L.D.G.; Liborio, G. & Falcão, M.J."|"6/9/2024"|""|""|""|"Dalbergia"|"FABACEAE"|"Dalbergia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"UPCB 80239"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:42927"|"UPCB"|"2024-01-26"|"UPCB"|"UPCB"|"UPCB0042927"|"18"|"Passos, L. S."|"2019-6-7"|"2019"|"6"|"7"|"Beira de estrada. Borda de refugio florestal. Vale do Ribeira."|""|"Brasil"|"São Paulo"|"Itaóca"|"Vale do Ribeira."|""|""|""|""|""|""|"Passos, L. S."|"2019"|""|""|""|"Centrosema brasilianum"|"FABACEAE"|"Centrosema"|"brasilianum"|""|"specie"|""|"Angiospermas"|""|"Plantae"|""|"UPCB 93297"
"Collection"|"Creative Commons"|"urn:catalog:IBGE:46605"|"IBGE"|"2018-10-29"|"IBGE"|"IBGE"|"IBGE00046605"|"45"|"Bicudo, LRH"|"1998-10-12"|"1998"|"10"|"12"|"1,5 m de altura; flores verde, cor marrom-escuro."|""|"Brasil"|"São Paulo"|"Castilho"|"Margem da ferrovia próxima à Estação de Piscicultura da CESP. Coordenada calculada. Folha: SF-22-V-B"|"378"|""|""|""|"-20.8719445"|"-51.4891666"|"Bicudo, LRH"|"1998"|""|""|""|"Indigofera suffruticosa Mill."|"FABACEAE"|"Indigofera"|"suffruticosa"|""|"specie"|"Mill."|"Angiospermas"|""|"Plantae"|""|"IBGE 46605"
"Collection"|"Creative Commons"|"urn:catalog:RB:146564"|"RB"|"2020-05-13"|"RB"|"RB"|"RB00146564"|""|"SCHWEBEL"|""|""|""|""|""|""|"Brasil"|"São Paulo"|""|"ALTO DA SERRA."|""|""|""|""|""|""|"L.Z.G.DA SILVA"|"4/9/2005"|""|""|""|"Tachigali"|"LEGUMINOSAE"|"Tachigali"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 25409"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:58933"|"UPCB"|"2023-12-19"|"UPCB"|"UPCB"|"UPCB0058933"|""|"Bueno, N.C."|"1995-9-23"|"1995"|"9"|"23"|"Árvore 3m, flores com muitos estames roxos no ápice e cremes mais em direção à base, espículas amarelo-ouro na base da folha. Beira da mata. Nome vulgar: barba-de-bode."|""|"Brasil"|"São Paulo"|"Platina"|"Fazenda Santa Isabel"|""|""|""|""|""|""|"Cloclet, F.A."|"1999"|""|""|""|"Calliandra foliolosa Benth."|"FABACEAE"|"Calliandra"|"foliolosa"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"UPCB 40369"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:59103"|"UPCB"|"2024-01-23"|"UPCB"|"UPCB"|"UPCB0059103"|""|"Braga, R."|""|""|""|""|""|""|"Brasil"|"São Paulo"|"São Paulo"|"Instituto de Botânica de São Paulo"|""|""|""|""|""|""|""|"2024"|""|""|""|"Chamaecrista latistipula (Benth.) Afr. Fern. & E. Nunes"|"FABACEAE"|"Chamaecrista"|"latistipula"|""|"specie"|"(Benth.) Afr. Fern. & E. Nunes"|"Angiospermas"|""|"Plantae"|""|"UPCB 1173"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:59122"|"UPCB"|"2024-01-24"|"UPCB"|"UPCB"|"UPCB0059122"|"21736"|"Hatschbach, G."|"1969-7-10"|"1969"|"7"|"10"|"Subarbusto, 50cm, flor amarela. Cerrado."|""|"Brasil"|"São Paulo"|"Rancharia"|"Rodovia Raposo Tavares."|""|""|""|""|""|""|"Mem. of N.Y. Bot. Gard."|"1982"|""|""|""|"Chamaecrista flexuosa (L.) Greene"|"FABACEAE"|"Chamaecrista"|"flexuosa"|""|"specie"|"(L.) Greene"|"Angiospermas"|""|"Plantae"|""|"UPCB 8426"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:61441"|"UPCB"|"2024-03-18"|"UPCB"|"UPCB"|"UPCB0061441"|"266"|"Esteves, R."|"2007-11-8"|"2007"|"11"|"8"|"Árvore 7m, flores amarelas"|""|"Brasil"|"São Paulo"|"São Paulo"|"Parque Estadual do Jaraguá, Trilha do Mauro."|"978"|""|""|""|"-23.4527778"|"-46.7725000"|"Franco, G. A. D. C."|"20/12/2007"|""|""|""|"Platymiscium floribundum Vogel"|"FABACEAE"|"Platymiscium"|"floribundum"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"UPCB 75599"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:61502"|"UPCB"|"2024-03-18"|"UPCB"|"UPCB"|"UPCB0061502"|"s/n"|"Abe, L.A."|"1995-7-27"|"1995"|"7"|"27"|"Árvore, folhas compostas pinadas, fruto sâmara, seco indeiscente. Nome vulgar: amendoim."|""|"Brasil"|"São Paulo"|"Piracicaba"|""|""|""|""|""|""|""|"Abe, L.A."|"27/7/1995"|""|""|""|"Platypodium elegans Vogel"|"FABACEAE"|"Platypodium"|"elegans"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"UPCB 26305"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:61541"|"UPCB"|"2024-03-20"|"UPCB"|"UPCB"|"UPCB0061541"|"27"|"Dias, A.C."|"1984-11-27"|"1984"|"11"|"27"|"Árvore 10m altura e 20cm ao nível do DAP; casca cor cinzento-pardacenta, resinosa, pouco rugosa; flores amarelas."|""|"Brasil"|"São Paulo"|"Sete Barras"|"Parque Estadual Carlos Botelho."|""|""|""|""|""|""|"Baisi, A. C. G."|"26/2/1985"|""|""|""|"Pterocarpus violaceus Vogel"|"FABACEAE"|"Pterocarpus"|"violaceus"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"UPCB 75596"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:61551"|"UPCB"|"2024-03-20"|"UPCB"|"UPCB"|"UPCB0061551"|"287"|"Garcia, F.C.P."|"1988-12-4"|"1988"|"12"|"4"|"Árvore 7m, flores amarelas, centro roxo, frutos secos castanhos."|""|"Brasil"|"São Paulo"|"Ubatuba"|"Picinguaba, Trilha das 3 Lagoas."|""|""|""|""|""|""|"Garcia, F.C.P."|"13/8/1993"|""|""|""|"Pterocarpus violaceus Vogel"|"FABACEAE"|"Pterocarpus"|"violaceus"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"UPCB 36250"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:61605"|"UPCB"|"2024-03-21"|"UPCB"|"UPCB"|"UPCB0061605"|"698"|"Lozano, E.D"|"2011-8-10"|"2011"|"8"|"10"|"Árvore, 4m, flores creme. Floresta Estacional Semidecidual."|""|"Brasil"|"São Paulo"|"Narandiba"|"Fragmento em meio à plantação de cana de açúcar."|""|""|""|""|"-22.4530556"|"-51.5727778"|"Lozano, E.D."|"2011"|""|""|""|"Senegalia polyphylla (DC.) Britton & Rose"|"FABACEAE"|"Senegalia"|"polyphylla"|""|"specie"|"(DC.) Britton & Rose"|"Angiospermas"|""|"Plantae"|""|"UPCB 86161"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:61645"|"UPCB"|"2024-03-21"|"UPCB"|"UPCB"|"UPCB0061645"|"533"|"Kummrow, R."|"1974-3-31"|"1974"|"3"|"31"|"Arbusto, 1,50m, flor amarela. Beira de estrada."|""|"Brasil"|"São Paulo"|"Ourinhos"|""|""|""|""|""|""|""|"Bortoluzzi, R.L.C."|"25/2/2002"|""|""|""|"Senna cernua (Balb.) H.S.Irwin & Barneby"|"FABACEAE"|"Senna"|"cernua"|""|"specie"|"(Balb.) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"UPCB 9966"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:61650"|"UPCB"|"2024-03-21"|"UPCB"|"UPCB"|"UPCB0061650"|"551"|"Santos, L.B."|"2010-4-15"|"2010"|"4"|"15"|"Arbusto, 2,5m, folíolos membranáceos, botões verdes, cálice marrom, pétalas amarelas, estames esverdeados."|""|"Brasil"|"São Paulo"|"Botucatu"|"Parque Ecológico da Pavuna, da sede até a trilha da esquerda na entrada das cachoeiras, depois até bifurcação final à direita e a esquerda. Mata Atlântica, Floresta Estacional Semidecídua."|"750"|""|""|""|"-22.8375000"|"-46.5111111"|"Santos, L.B."|"4/2010"|""|""|""|"Senna bicapsularis (L.) Roxb."|"FABACEAE"|"Senna"|"bicapsularis"|""|"specie"|"(L.) Roxb."|"Angiospermas"|""|"Plantae"|""|"UPCB 71253"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:61828"|"UPCB"|"2024-03-15"|"UPCB"|"UPCB"|"UPCB0061828"|"3632"|"Silva, J.M."|"2002-9-29"|"2002"|"9"|"29"|"Árvore 18m, odorífera, flor alvacenta. Floresta Atlântica."|""|"Brasil"|"São Paulo"|"Cajati"|"Conchas."|""|""|""|""|""|""|"Hatschbach, G."|"2002"|""|""|""|"Myrocarpus frondosus Allemão"|"FABACEAE"|"Myrocarpus"|"frondosus"|""|"specie"|"Allemão"|"Angiospermas"|""|"Plantae"|""|"UPCB 46386"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:61902"|"UPCB"|"2024-03-21"|"UPCB"|"UPCB"|"UPCB0061902"|""|"Braga, R."|""|""|""|""|""|""|"Brasil"|"São Paulo"|""|"Jardim Botânico de São Paulo"|""|""|""|""|""|""|"Mem. of N.Y. Bot. Gard."|"1/1/1982"|""|""|""|"Senna macranthera var. micans"|"FABACEAE"|"Senna"|"macranthera"|"micans"|"var."|"(DC. ex Collad.) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"UPCB 1172"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:61988"|"UPCB"|"2024-03-22"|"UPCB"|"UPCB"|"UPCB0061988"|"9"|"Ivanuskas, N.M"|"1991-4-2"|"1991"|"4"|"2"|"Flores amarelas. Mata mesófila decídua."|""|"Brasil"|"São Paulo"|"Piracicaba"|"B. Godinhos-Área 1."|""|""|""|""|""|""|"Ivanuskas, N.M"|"2/4/1991"|""|""|""|"Senna multijuga (Rich.) H.S.Irwin & Barneby"|"FABACEAE"|"Senna"|"multijuga"|""|"specie"|"(Rich.) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"UPCB 77245"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:62001"|"UPCB"|"2024-03-21"|"UPCB"|"UPCB"|"UPCB0062001"|"599"|"Nicolau, S.A."|"1993-3-14"|"1993"|"3"|"14"|"Árvore ca. 10m, flores amarelas, crescendo em barranco."|""|"Brasil"|"São Paulo"|"Mogi das Cruzes"|"Em frente à Capela Santo Alberto."|""|""|""|""|""|""|""|""|""|""|""|"Senna multijuga (Rich.) H.S.Irwin & Barneby"|"FABACEAE"|"Senna"|"multijuga"|""|"specie"|"(Rich.) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"UPCB 43010"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:62047"|"UPCB"|"2024-03-22"|"UPCB"|"UPCB"|"UPCB0062047"|"556"|"Furlan, A."|"1998-10-20"|"1998"|"10"|"20"|"Fragmento de Mata Atlântica."|""|"Brasil"|"São Paulo"|"São Paulo"|"Clune SESC~Interlagos, Região Metropolitana de São Paulo."|""|""|""|""|""|""|"Furlan, A."|"11/1998"|""|""|""|"Senna multijuga (Rich.) H.S.Irwin & Barneby"|"FABACEAE"|"Senna"|"multijuga"|""|"specie"|"(Rich.) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"UPCB 54706"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:62149"|"UPCB"|"2024-03-22"|"UPCB"|"UPCB"|"UPCB0062149"|""|"Hoehne, W."|"1947-3-31"|"1947"|"3"|"31"|"Nome vulgar: Fedegôso."|""|"Brasil"|"São Paulo"|"São Paulo"|"Horto da Faculdade de Farmácia."|""|""|""|""|""|""|"The american cassiinae"|"1982"|""|""|""|"Senna pentagonia (Mill.) H.S.Irwin & Barneby"|"FABACEAE"|"Senna"|"pentagonia"|""|"specie"|"(Mill.) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"UPCB 34775"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:62162"|"UPCB"|"2024-03-22"|"UPCB"|"UPCB"|"UPCB0062162"|"s/n"|"Braga, R."|""|""|""|""|""|""|"Brasil"|"São Paulo"|"São Paulo"|"Jardim Botânico de São Paulo"|""|""|""|""|""|""|"Marazzi, B."|"12/3/2003"|""|""|""|"Senna pendula (Humb.& Bonpl.ex Willd.) H.S.Irwin & Barneby"|"FABACEAE"|"Senna"|"pendula"|""|"specie"|"(Humb.& Bonpl.ex Willd.) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"UPCB 1171"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:62189"|"UPCB"|"2024-03-22"|"UPCB"|"UPCB"|"UPCB0062189"|"152"|"Santos, L.B."|"2009-4-22"|"2009"|"4"|"22"|"Herbácea, 0,6m, folhas cartáceas, discolores, botões verdes, corola amarela."|""|"Brasil"|"São Paulo"|"Botucatu"|"Parque Ecológico da Pavuna, da sede até o lago pela trilha principal."|"761"|""|""|""|"-22.8416666"|"-48.5130556"|"Santos, L.B."|"8/2009"|""|""|""|"Senna obtusifolia (L.) H.S.Irwin & Barneby"|"FABACEAE"|"Senna"|"obtusifolia"|""|"specie"|"(L.) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"UPCB 71223"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:62197"|"UPCB"|"2024-03-22"|"UPCB"|"UPCB"|"UPCB0062197"|"7249"|"Souza, V.C."|"1994-11-14"|"1994"|"11"|"14"|"Subarbusto, até 80cm alt.; corola amarela. Cerrado."|""|"Brasil"|"São Paulo"|"Itararé"|"Estrada Itararé-Itapeva, próximo a ponte do Rio Verde. Área de cerrado adjacente a banhado."|""|""|""|""|"-24.0850000"|"-49.2016667"|"Shimabukuro, M.T."|"8/4/1995"|""|""|""|"Senna rugosa (G.Don) H.S.Irwin & Barneby"|"FABACEAE"|"Senna"|"rugosa"|""|"specie"|"(G.Don) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"UPCB 77242"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:62203"|"UPCB"|"2024-03-22"|"UPCB"|"UPCB"|"UPCB0062203"|""|"Braga, R."|""|""|""|""|""|""|"Brasil"|"São Paulo"|"São Paulo"|"Instituto Botânico de São Paulo"|""|""|""|""|""|""|"Mem. of N.Y. Bot. Gard."|"1982"|""|"cf."|""|"Senna silvestris (Vell.) H.S.Irwin & Barneby"|"FABACEAE"|"Senna"|"silvestris"|""|"specie"|"(Vell.) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"UPCB 1175"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:62204"|"UPCB"|"2024-03-22"|"UPCB"|"UPCB"|"UPCB0062204"|"21743"|"Hatschbach, G."|"1969-7-10"|"1969"|"7"|"10"|"Arbusto, 70cm, flor amarela. Regiões devastadas às margens do rio."|""|"Brasil"|"São Paulo"|"Porto Epitácio"|"Rio Paraná."|""|""|""|""|""|""|"Mem. of N.Y. Bot. Gard."|"1/1/1982"|""|""|""|"Senna obtusifolia (L.) H.S.Irwin & Barneby"|"FABACEAE"|"Senna"|"obtusifolia"|""|"specie"|"(L.) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"UPCB 10243"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:62306"|"UPCB"|"2024-03-28"|"UPCB"|"UPCB"|"UPCB0062306"|"2364"|"Barbosa, E."|"2008-9-8"|"2008"|"9"|"8"|"Árvore 6m, flor lilás. Beira de rio encachoeirado."|""|"Brasil"|"São Paulo"|"Barra do Turvo"|"Cachoeira Dito Salu."|""|""|""|""|""|""|"Pereira, S."|"23/9/2009"|""|""|""|"Zollernia ilicifolia (Brongn.) Vogel"|"FABACEAE"|"Zollernia"|"ilicifolia"|""|"specie"|"(Brongn.) Vogel"|"Angiospermas"|""|"Plantae"|""|"UPCB 64664"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:62393"|"UPCB"|"2024-03-27"|"UPCB"|"UPCB"|"UPCB0062393"|"1128"|"Mancinelli, W.S."|"2010-1-13"|"2010"|"1"|"13"|"Liana, flores roxas, ocorrendo em Cerrado."|""|"Brasil"|"São Paulo"|"Itararé"|"Canyon da Cachoeira da Invernada."|""|""|""|""|""|""|""|""|""|""|""|"Vigna"|"FABACEAE"|"Vigna"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"UPCB 72443"
