"type"|"right"|"occurrenceID_GBIF"|"rightsHolder"|"modified"|"institutionCode"|"collectionCode"|"catalogNumber"|"recordNumber"|"recordedBy"|"eventDate"|"year"|"month"|"day"|"occurrenceRemarks"|"fieldNotes"|"country"|"stateProvince"|"municipality"|"locality"|"minimumElevationInMeters"|"maximumElevationInMeters"|"verbatimLatitude"|"verbatimLongitude"|"decimalLatitude"|"decimalLongitude"|"identifiedBy"|"dateIdentified"|"identificationRemarks"|"identificationQualifier"|"typeStatus"|"scientifcname"|"family"|"genus"|"specificEpithet"|"infraspecificEpithet"|"taxonRank"|"scientificNameAuthorship"|"Clado"|"fieldnumber"|"kingdom"|"phylum"|"otherCatalogNumbers"
"Collection"|"Creative Commons"|"urn:catalog:PEL:13719"|"PEL"|"2025-05-30"|"PEL"|"PEL"|"PEL0013719"|"14770"|"N. Figueiredo"|"1983-7-20"|"1983"|"7"|"20"|"Árvore com 6m, frutos beira-rio."|""|"Brasil"|"São Paulo"|"Iguape"|"Estação Ecológica de Juréia"|""|""|""|""|""|""|"http://floradobrasil.jbrj.gov.br"|"13/12/2024"|""|""|""|"Hydrochorea pedicellaris (DC.) M.V.B.Soares, Iganci & M.P.Morim"|"FABACEAE"|"Hydrochorea"|"pedicellaris"|""|"specie"|"(DC.) M.V.B.Soares, Iganci & M.P.Morim"|"Angiospermas"|""|"Plantae"|""|"PEL 15088"
"Collection"|"Creative Commons"|"urn:catalog:PEL:13724"|"PEL"|"2025-03-05"|"PEL"|"PEL"|"PEL0013724"|"22"|"L.V.B. Bufo"|"1997"|"1997"|""|""|""|""|"Brasil"|"São Paulo"|"Porto Feliz"|"Floresta Ciliar do Ribeirão Avecuia"|""|""|""|""|""|""|"R.R. Rodrigues, L.V.B. Bufo"|"1997"|""|""|""|"Bauhinia brevipes Vogel"|"FABACEAE"|"Bauhinia"|"brevipes"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"PEL 24618"
"Collection"|"Creative Commons"|"urn:catalog:PEL:13852"|"PEL"|"2025-03-05"|"PEL"|"PEL"|"PEL0013852"|"2612"|"F. Barros"|"1993-2-9"|"1993"|"2"|"9"|"Arbusto ca. 1m alt. Botões florais ferrugíneos."|""|"Brasil"|"São Paulo"|"Itirapina"|"Estrada de Graúna"|""|""|""|""|""|""|""|""|""|""|""|"Bauhinia rufa (Bong.) Steud."|"FABACEAE"|"Bauhinia"|"rufa"|""|"specie"|"(Bong.) Steud."|"Angiospermas"|""|"Plantae"|""|"PEL 15011"
"Collection"|"Creative Commons"|"urn:catalog:PEL:13861"|"PEL"|"2025-03-05"|"PEL"|"PEL"|"PEL0013861"|""|"E.M.G. Santos"|"1993-2-10"|"1993"|"2"|"10"|"Material de Tese Mestrado de E.M.G. Santos (""Fluxo pólen e Biologia floral da espécie"")."|""|"Brasil"|"São Paulo"|"Piracicaba"|"Estação Ecológica Ibicatú"|""|""|""|""|""|""|"V.C. Souza, S. Gandolfi"|"19/3/1993"|""|""|""|"Bauhinia forficata Link"|"FABACEAE"|"Bauhinia"|"forficata"|""|"specie"|"Link"|"Angiospermas"|""|"Plantae"|""|"PEL 16062"
"Collection"|"Creative Commons"|"urn:catalog:PEL:13878"|"PEL"|"2025-03-05"|"PEL"|"PEL"|"PEL0013878"|""|"C.N. Suemasu"|"2003-3-26"|"2003"|"3"|"26"|"Arbusto, flores amarelas. Beira de calçada."|""|"Brasil"|"São Paulo"|"Rio Claro"|"Bairro Bela Vista"|""|""|""|""|""|""|"C.N. Suemasu"|"5/2003"|""|""|""|"Caesalpinia pulcherrima (L.) Sw."|"FABACEAE"|"Caesalpinia"|"pulcherrima"|""|"specie"|"(L.) Sw."|"Angiospermas"|""|"Plantae"|""|"PEL 25525"
"Collection"|"Creative Commons"|"urn:catalog:PEL:13885"|"PEL"|"2025-03-05"|"PEL"|"PEL"|"PEL0013885"|"11184"|"V.C. Souza"|"1996-6-1"|"1996"|"6"|"1"|"Mata mesófila semidecídua. Arbusto a árvore, até 5m alt.; pétalas amarelas. Provavelmente cultivada."|""|"Brasil"|"São Paulo"|"Nazaré Paulista"|"estrada em torno da Represa Atibainha"|""|"800"|""|""|"-23.1425000"|"-46.3577778"|"F.G.A. Oliveira"|"1/6/2021"|""|""|""|"Biancaea decapetala (Roth) O.Deg."|"FABACEAE"|"Biancaea"|"decapetala"|""|"specie"|"(Roth) O.Deg."|"Angiospermas"|""|"Plantae"|""|"PEL 23088"
"Collection"|"Creative Commons"|"urn:catalog:PEL:13888"|"PEL"|"2025-03-05"|"PEL"|"PEL"|"PEL0013888"|"232"|"N.M. Ivanauskas"|"1995-6-21"|"1995"|"6"|"21"|"Liana. Pétalas brancas com centro lilás. Floresta Atlântica."|""|"Brasil"|"São Paulo"|"Pariquera-Açu"|"Estação Experimental do Instituto Agrônomo"|""|""|""|""|"-24.6083333"|"-47.8769445"|"N.M. Ivanauskas"|""|""|""|""|"Calopogonium caeruleum (Benth.) C.Wright"|"FABACEAE"|"Calopogonium"|"caeruleum"|""|"specie"|"(Benth.) C.Wright"|"Angiospermas"|""|"Plantae"|""|"PEL 18547"
"Collection"|"Creative Commons"|"urn:catalog:PEL:13905"|"PEL"|"2025-03-06"|"PEL"|"PEL"|"PEL0013905"|"3670"|"R.J.F. Garcia"|"2012-5-28"|"2012"|"5"|"28"|"Trepadeira, flores vermelho-alaranjadas. Sub-bosque de eucaliptal."|""|"Brasil"|"São Paulo"|"São Paulo"|"Parque Guarapiranga"|""|""|""|""|""|""|"https://floradobrasil.jbrj.gov.br"|"17/12/2024"|""|""|""|"Cratylia spectabilis Trécul"|"LEGUMINOSAE"|"Cratylia"|"spectabilis"|""|"specie"|"Trécul"|"Angiospermas"|""|"Plantae"|""|"PEL 26695"
"Collection"|"Creative Commons"|"urn:catalog:PEL:13906"|"PEL"|"2025-03-06"|"PEL"|"PEL"|"PEL0013906"|"7140"|"G. Pabst"|"1962-10-23"|"1962"|"10"|"23"|"Arbor 5-metralis, floribus flavidis."|""|"Brasil"|"São Paulo"|""|"próximo Lorena"|""|""|""|""|""|""|"https://floradobrasil.jbrj.gov.br"|"17/12/2024"|""|""|""|"Cenostigma pluviosum var. peltophoroides (Benth.) Gagnon & G.P.Lewis"|"FABACEAE"|"Cenostigma"|"pluviosum"|"peltophoroides"|"var."|"(DC.) Gagnon & G.P.Lewis"|"Angiospermas"|""|"Plantae"|""|"PEL 4059"
"Collection"|"Creative Commons"|"urn:catalog:PEL:14003"|"PEL"|"2025-06-12"|"PEL"|"PEL"|"PEL0014003"|"675"|"K.D. Barreto"|"1993-6-8"|"1993"|"6"|"8"|"Arbusto, 7,50m alt., em áreas abertas. Tronco liso, flor vermelha. Formações Antrópicas."|""|"Brasil"|"São Paulo"|"Piracicaba"|"Parque da ESALQ"|""|""|""|""|"-22.7177778"|"-47.6280556"|"R.R. Rodrigues, L. Capellari Jr., V.C. Souza"|"18/6/1993"|""|""|""|"Calliandra tweedii Benth."|"FABACEAE"|"Calliandra"|"tweedii"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"PEL 16435"
"Collection"|"Creative Commons"|"urn:catalog:PEL:14156"|"PEL"|"2025-06-12"|"PEL"|"PEL"|"PEL0014156"|"36366"|"R. Goldenberg"|"1994-12-13"|"1994"|"12"|"13"|"Flores lilás, trepadeira"|""|"Brasil"|"São Paulo"|"Ubatuba"|"Ilha Anchieta, trilha da Prainha"|""|""|""|""|""|""|""|""|""|""|""|"Clitoria"|"FABACEAE"|"Clitoria"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"PEL 26119"
"Collection"|"Creative Commons"|"urn:catalog:PEL:14164"|"PEL"|"2025-06-12"|"PEL"|"PEL"|"PEL0014164"|"23258"|"H.F. Leitão Fº"|"1990-7-15"|"1990"|"7"|"15"|"Liana lenhosa, com folhas cartáceas, face abaxial verde-amarelado. Botões e cálice purpúreos. Pétalas rosa-choque, o estandarte com alvo ovalado, mais claro."|""|"Brasil"|"São Paulo"|"Paraibuna"|"rodovia dos Tamoios, entrada para Paraibuna"|""|""|""|""|""|""|"https://floradobrasil.jbrj.gov.br"|"20/3/2025"|""|""|""|"Cleobulia coccinea (Vell.) L.P.Queiroz"|"FABACEAE"|"Cleobulia"|"coccinea"|""|"specie"|"(Vell.) L.P.Queiroz"|"Angiospermas"|""|"Plantae"|""|"PEL 15205"
"Collection"|"Creative Commons"|"urn:catalog:RBR:17693"|"RBR"|"2020-06-25"|"RBR"|"RBR"|"RBR00017693"|"107"|"C.E.T. Parente"|"1996-2-22"|"1996"|"2"|"22"|"Cipó na beira da mata. Frutos vagens verdes aveludadas."|""|"Brasil"|"São Paulo"|"Sorocaba"|"Retiro São João-Mata de terra firme."|"0"|"0"|""|""|""|""|"C.E.T. Parente, M.L. Vilela"|"20/5/1996"|""|""|""|"Inga edulis Mart."|"FABACEAE"|"Inga"|"edulis"|""|"specie"|"Mart."|"Angiospermas"|""|"Plantae"|""|"RBR 17693"
"Collection"|"Creative Commons"|"urn:catalog:RBR:27681"|"RBR"|"2022-07-19"|"RBR"|"RBR"|"RBR00027681"|"39"|"C.E.T. Parente"|"1996-1-26"|"1996"|"1"|"26"|"ca. 7m de altura, vivendo na região entre-marés. Flores amareladas, frutos imaturos verdes."|""|"Brasil"|"São Paulo"|"Santo Antônio do Jardim"|"Retiro Santo Ântonio."|"-9999"|"0"|""|""|""|""|"T.A. Amorim"|"19/7/2022"|""|""|""|"Pterocarpus officinalis Jacq."|"FABACEAE"|"Pterocarpus"|"officinalis"|""|"specie"|"Jacq."|"Angiospermas"|""|"Plantae"|""|"RBR 27681"
"Collection"|"Creative Commons"|"urn:catalog:RBR:27682"|"RBR"|"2022-07-19"|"RBR"|"RBR"|"RBR00027682"|"39"|"C.E.T. Parente"|"1996-1-26"|"1996"|"1"|"26"|"ca. 7m de altura, vivendo na região marés. Flores amareladas, frutos verdes."|""|"Brasil"|"São Paulo"|"Santo Antônio do Jardim"|"Retiro Santo Ântonio."|"-9999"|"0"|""|""|""|""|"T.A. Amorim"|"19/7/2022"|""|""|""|"Pterocarpus officinalis Jacq."|"FABACEAE"|"Pterocarpus"|"officinalis"|""|"specie"|"Jacq."|"Angiospermas"|""|"Plantae"|""|"RBR 27682"
